,Name,OnTerritoryOfMoscow,AdmArea,District,Longitude_WGS84,Latitude_WGS84,VestibuleType,NameOfStation,Line,CulturalHeritageSiteStatus,ModeOnEvenDays,ModeOnOddDays,FullFeaturedBPAAmount,LittleFunctionalBPAAmount,BPAAmount,RepairOfEscalators,ObjectStatus,global_id,geoData,x,y
452,"Чертановская, вход-выход 1 в южный вестибюль",да,Южный административный округ,район Чертаново Северное,37.608036,55.6399002,наземный отдельностоящий,Чертановская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:35, по 2 пути в 06:08:55; последний поезд по 1 пути в 01:15:05, по 2 пути в 01:49:25","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:35, по 2 пути в 06:08:55; последний поезд по 1 пути в 01:15:05, по 2 пути в 01:49:25",1,4,5,[{'RepairOfEscalators': '17.10.2022-15.12.2022'}],действует,1774032,"{'coordinates': [37.608036, 55.6399002], 'type': 'Point'}",37.608036,55.6399002
453,"Сходненская, вход-выход 8 в 1-й вестибюль",да,Северо-Западный административный округ,район Южное Тушино,37.4393629,55.8492989,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",,3,3,[],действует,1774036,"{'coordinates': [37.4393629, 55.8492989], 'type': 'Point'}",37.4393629,55.8492989
454,"Сходненская, вход-выход 3 во 2-й вестибюль",да,Северо-Западный административный округ,район Северное Тушино,37.440023,55.851709,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",2,3,5,[],действует,1774037,"{'coordinates': [37.440023, 55.851709], 'type': 'Point'}",37.440023,55.851709
455,"Сходненская, вход-выход 4 во 2-й вестибюль",да,Северо-Западный административный округ,район Северное Тушино,37.4403099,55.8515441,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:55, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:55, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",,4,4,[],действует,1774038,"{'coordinates': [37.4403099, 55.8515441], 'type': 'Point'}",37.4403099,55.8515441
456,"Сходненская, вход-выход 5 в 1-й вестибюль",да,Северо-Западный административный округ,район Южное Тушино,37.44072,55.849722,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",,3,3,[],действует,1774039,"{'coordinates': [37.44072, 55.849722], 'type': 'Point'}",37.44072,55.849722
457,"Сходненская, вход-выход 7 в 1-й вестибюль",да,Северо-Западный административный округ,район Южное Тушино,37.4406824,55.8492661,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",,3,3,[],действует,1774040,"{'coordinates': [37.4406824, 55.8492661], 'type': 'Point'}",37.4406824,55.8492661
458,"Сходненская, вход-выход 6 в 1-й вестибюль",да,Северо-Западный административный округ,район Южное Тушино,37.441083,55.849604,подземный,Сходненская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55",,3,3,[],действует,1774041,"{'coordinates': [37.441083, 55.849604], 'type': 'Point'}",37.441083,55.849604
459,"Таганская, вход-выход 2 в вестибюль",да,Центральный административный округ,Таганский район,37.6529419,55.7393895,подземный,Таганская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30",,2,2,[],действует,1774042,"{'coordinates': [37.6529419, 55.7393895], 'type': 'Point'}",37.6529419,55.7393895
460,"Таганская, вход-выход 3 в вестибюль",да,Центральный административный округ,Таганский район,37.6534996,55.7396869,подземный,Таганская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30",,2,2,[],действует,1774043,"{'coordinates': [37.6534996, 55.7396869], 'type': 'Point'}",37.6534996,55.7396869
461,"Таганская, вход-выход 4 в вестибюль",да,Центральный административный округ,Таганский район,37.653618,55.7395075,подземный,Таганская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30",,2,2,[],действует,1774044,"{'coordinates': [37.653618, 55.7395075], 'type': 'Point'}",37.653618,55.7395075
462,"Чистые пруды, вход 2 в вестибюль",да,Центральный административный округ,Басманный район,37.6382452,55.7649693,наземный отдельностоящий,Чистые пруды,Сокольническая линия,объект культурного наследия регионального значения,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:50, по 2 пути в 06:01:55; последний поезд по 1 пути в 01:19:40, по 2 пути в 01:48:15","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:50, по 2 пути в 06:01:55; последний поезд по 1 пути в 01:19:40, по 2 пути в 01:48:15",4,,4,[],действует,1774045,"{'coordinates': [37.6382452, 55.7649693], 'type': 'Point'}",37.6382452,55.7649693
463,"Шоссе Энтузиастов, вход-выход 4 в вестибюль",да,Восточный административный округ,район Соколиная Гора,37.751631,55.758527,подземный,Шоссе Энтузиастов,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30",2,2,4,[{'RepairOfEscalators': '20.10.2022-31.05.2023'}],действует,1774046,"{'coordinates': [37.751631, 55.758527], 'type': 'Point'}",37.751631,55.758527
464,"Таганская, вход-выход 1 в вестибюль",да,Центральный административный округ,Таганский район,37.6535961,55.7423722,подземный,Таганская,Кольцевая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:40, по 2 пути в 05:48:35; последний поезд по 1 пути в 01:33:25, по 2 пути в 01:26:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:50, по 2 пути в 05:48:20; последний поезд по 1 пути в 01:40:50, по 2 пути в 01:33:00",0,3,3,[],действует,1774047,"{'coordinates': [37.6535961, 55.7423722], 'type': 'Point'}",37.6535961,55.7423722
465,"Текстильщики, вход-выход 5 в западный вестибюль",да,Юго-Восточный административный округ,район Текстильщики,37.729918,55.708138,подземный,Текстильщики,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40",1,5,6,[{'RepairOfEscalators': '07.09.2022-07.12.2022'}],действует,1774049,"{'coordinates': [37.729918, 55.708138], 'type': 'Point'}",37.729918,55.708138
466,"Текстильщики, вход-выход 2 в восточный вестибюль",да,Юго-Восточный административный округ,район Текстильщики,37.733556,55.708983,подземный,Текстильщики,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40",1,6,7,[],действует,1774050,"{'coordinates': [37.733556, 55.708983], 'type': 'Point'}",37.733556,55.708983
467,"Текстильщики, вход-выход 3 в восточный вестибюль",да,Юго-Восточный административный округ,район Текстильщики,37.733305,55.709499,подземный,Текстильщики,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40",1,6,7,[],действует,1774051,"{'coordinates': [37.733305, 55.709499], 'type': 'Point'}",37.733305,55.709499
468,"Текстильщики, вход-выход 1 в восточный вестибюль",да,Юго-Восточный административный округ,район Текстильщики,37.733220,55.708977,подземный,Текстильщики,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40",1,6,7,[],действует,1774053,"{'coordinates': [37.73322, 55.708977], 'type': 'Point'}",37.73322,55.708977
469,"Домодедовская, вход-выход 1 в южный вестибюль",да,Южный административный округ,район Орехово-Борисово Северное,37.720775,55.611579,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",2,6,8,[],действует,1774054,"{'coordinates': [37.720775, 55.611579], 'type': 'Point'}",37.720775,55.611579
470,"Алма-Атинская, вход-выход 1 в южный вестибюль номер 1",да,Южный административный округ,район Братеево,37.7650605,55.6334736,наземный отдельностоящий,Алма-Атинская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:53:35; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:02:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:53:35; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:02:30",1,1,2,[],действует,1774055,"{'coordinates': [37.7650605, 55.6334736], 'type': 'Point'}",37.7650605,55.6334736
471,"Площадь Ильича, вход-выход 3 в вестибюль",да,Центральный административный округ,Таганский район,37.6790124,55.7464401,подземный,Площадь Ильича,Калининская линия,не является объектом культурного наследия,"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:08:35","открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:08:35",2,2,4,[{'RepairOfEscalators': '03.11.2022-18.11.2022'}],действует,1774056,"{'coordinates': [37.6790124, 55.7464401], 'type': 'Point'}",37.6790124,55.7464401
472,"Шоссе Энтузиастов, вход-выход 3 в вестибюль",да,Восточный административный округ,район Соколиная Гора,37.7513205,55.758464,подземный,Шоссе Энтузиастов,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30",2,2,4,[{'RepairOfEscalators': '20.10.2022-31.05.2023'}],действует,1774059,"{'coordinates': [37.7513205, 55.758464], 'type': 'Point'}",37.7513205,55.758464
473,"Шоссе Энтузиастов, вход-выход 2 в вестибюль",да,Восточный административный округ,район Соколиная Гора,37.751679,55.758443,подземный,Шоссе Энтузиастов,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30",2,2,4,[{'RepairOfEscalators': '20.10.2022-31.05.2023'}],действует,1774060,"{'coordinates': [37.751679, 55.758443], 'type': 'Point'}",37.751679,55.758443
474,"Перово, вход-выход 7 в западный вестибюль",да,Восточный административный округ,район Перово,37.784696,55.751243,подземный,Перово,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:30, по 2 пути в 05:57:20; последний поезд по 1 пути в 01:09:45, по 2 пути в 01:18:35",2,,2,[],действует,1774061,"{'coordinates': [37.784696, 55.751243], 'type': 'Point'}",37.784696,55.751243
475,"Домодедовская, вход-выход 3 из южного вестибюля",да,Южный административный округ,район Орехово-Борисово Южное,37.720523,55.610832,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",2,6,8,[],действует,1774062,"{'coordinates': [37.720523, 55.610832], 'type': 'Point'}",37.720523,55.610832
476,"Шаболовская, вход 1 в вестибюль",да,Южный административный округ,Донской район,37.6081344,55.718765,наземный отдельностоящий,Шаболовская,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:58:10; последний поезд по 1 пути в 01:28:30, по 2 пути в 01:35:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:58:10; последний поезд по 1 пути в 01:28:30, по 2 пути в 01:35:00",2,3,5,[{'RepairOfEscalators': '20.06.2022-16.08.2022'}],действует,1774063,"{'coordinates': [37.6081344, 55.718765], 'type': 'Point'}",37.6081344,55.718765
477,"Шипиловская, вход-выход 5 в северный вестибюль",да,Южный административный округ,район Зябликово,37.7439051,55.6221781,подземный,Шипиловская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00",2,,2,[],действует,1774064,"{'coordinates': [37.7439051, 55.6221781], 'type': 'Point'}",37.7439051,55.6221781
478,"Шипиловская, вход-выход 1 в южный вестибюль",да,Южный административный округ,район Зябликово,37.7442272,55.62029,подземный,Шипиловская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00",1,,1,[],действует,1774065,"{'coordinates': [37.7442272, 55.62029], 'type': 'Point'}",37.7442272,55.62029
479,"Шипиловская, вход-выход 4 в северный вестибюль",да,Южный административный округ,район Зябликово,37.7425049,55.6221086,подземный,Шипиловская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:40, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:00",2,,2,[],действует,1774066,"{'coordinates': [37.7425049, 55.6221086], 'type': 'Point'}",37.7425049,55.6221086
480,"Щёлковская, вход-выход 4 в северный вестибюль",да,Восточный административный округ,район Северное Измайлово,37.799173,55.809924,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,,8,8,[],действует,1774067,"{'coordinates': [37.799173, 55.809924], 'type': 'Point'}",37.799173,55.809924
481,"Щёлковская, вход-выход 1 в северный вестибюль",да,Восточный административный округ,район Северное Измайлово,37.798304,55.809836,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,,8,8,[],действует,1774068,"{'coordinates': [37.798304, 55.809836], 'type': 'Point'}",37.798304,55.809836
482,"Щёлковская, вход-выход 6 в южный вестибюль",да,Восточный административный округ,район Северное Измайлово,37.798438,55.808367,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,1,4,5,[],действует,1774069,"{'coordinates': [37.798438, 55.808367], 'type': 'Point'}",37.798438,55.808367
483,"Щёлковская, вход-выход 3 в северный вестибюль",да,Восточный административный округ,район Гольяново,37.798828,55.810575,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,,8,8,[],действует,1774070,"{'coordinates': [37.798828, 55.810575], 'type': 'Point'}",37.798828,55.810575
484,"Щёлковская, вход-выход 2 в северный вестибюль",да,Восточный административный округ,район Гольяново,37.798290,55.810529,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,,8,8,[],действует,1774071,"{'coordinates': [37.79829, 55.810529], 'type': 'Point'}",37.79829,55.810529
485,"Щёлковская, вход-выход 5 в южный вестибюль",да,Восточный административный округ,район Северное Измайлово,37.798854,55.808374,подземный,Щёлковская,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00,1,4,5,[],действует,1774072,"{'coordinates': [37.798854, 55.808374], 'type': 'Point'}",37.798854,55.808374
486,"Щукинская, вход-выход 1 во 2-й вестибюль",да,Северо-Западный административный округ,район Щукино,37.4629558,55.8089913,подземный,Щукинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00",1,4,5,[],действует,1774073,"{'coordinates': [37.4629558, 55.8089913], 'type': 'Point'}",37.4629558,55.8089913
487,"Щукинская, вход-выход 2 во 2-й вестибюль",да,Северо-Западный административный округ,район Щукино,37.4632352,55.8093474,подземный,Щукинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00",1,4,5,[],действует,1774074,"{'coordinates': [37.4632352, 55.8093474], 'type': 'Point'}",37.4632352,55.8093474
488,"Щукинская, вход-выход 4 в 1-й вестибюль",да,Северо-Западный административный округ,район Щукино,37.4654909,55.8077329,подземный,Щукинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00",4,,4,[],действует,1774075,"{'coordinates': [37.4654909, 55.8077329], 'type': 'Point'}",37.4654909,55.8077329
489,"Щукинская, вход-выход 3 в 1-й вестибюль",да,Северо-Западный административный округ,район Щукино,37.465866,55.807997,подземный,Щукинская,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00",4,,4,[],действует,1774076,"{'coordinates': [37.465866, 55.807997], 'type': 'Point'}",37.465866,55.807997
490,"Электрозаводская, вход-выход в вестибюль",да,Восточный административный округ,район Соколиная Гора,37.705514,55.782136,наземный отдельностоящий,Электрозаводская,Арбатско-Покровская линия,объект культурного наследия регионального значения,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:53:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:53:00",1,4,5,[],действует,1774077,"{'coordinates': [37.705514, 55.782136], 'type': 'Point'}",37.705514,55.782136
491,"Юго-Западная, вход-выход 3 в южный вестибюль",да,Западный административный округ,район Тропарёво-Никулино,37.4820889,55.6627839,подземный,Юго-Западная,Сокольническая линия,не является объектом культурного наследия,"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00","открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00",4,2,6,[],действует,1774078,"{'coordinates': [37.4820889, 55.6627839], 'type': 'Point'}",37.4820889,55.6627839
492,"Юго-Западная, вход-выход 4 в южный вестибюль",да,Западный административный округ,район Тропарёво-Никулино,37.4821613,55.6629904,подземный,Юго-Западная,Сокольническая линия,не является объектом культурного наследия,"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00","открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00",4,2,6,[],действует,1774079,"{'coordinates': [37.4821613, 55.6629904], 'type': 'Point'}",37.4821613,55.6629904
493,"Юго-Западная, вход-выход 2 в южный вестибюль",да,Западный административный округ,район Тропарёво-Никулино,37.4831377,55.6625384,подземный,Юго-Западная,Сокольническая линия,не является объектом культурного наследия,"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00","открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00",4,2,6,[],действует,1774080,"{'coordinates': [37.4831377, 55.6625384], 'type': 'Point'}",37.4831377,55.6625384
