ID точки,Город,Область,Тип Пункта,Название пункта приема/выдачи,Адрес пункта приема/выдачи,Метро,"Макс. габариты 1 места, см","Макс. размер коробки, см","Макс. вес 1 места, кг",Способы оплаты,Время работы,График обслуживания,Услуга по приему возвратов,Широта,Долгота,Временное закрытие точки,x,y
7701-001,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-001: ТЦ Домодедовский,"115583, Ореховый б-р, д. 14, к. 3",метро Домодедовская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.609675,37.720106,Нет,4198982.992588303,7481102.166708749
7701-012,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-012: ТЦ Город,"109052, Рязанский пр-кт, д. 2, к. 2",метро Нижегородская,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.729833,37.731021,Нет,4200198.044830311,7504819.968409746
7701-006,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-006: ТЦ Маркос Молл,"127549, Алтуфьевское шоссе, д. 70, к. 1","метро Алтуфьево, Бибирево",61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.888202,37.588287,Нет,4184308.968631425,7536191.951600927
7701-010,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-010: ТЦ Подсолнухи Парк,"107370, Открытое шоссе, д. 9, стр. 1",метро Бульвар Рокоссовского,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10:30-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.815319,37.737845,Нет,4200957.6890354855,7521738.394752695
7701-009,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-009: ТЦ Л-153,"109341, Люблинская ул., д. 153","метро Братиславская, Марьино",61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.658959,37.742099,Нет,4201431.24214932,7490821.450971743
7701-014,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-014: ТЦ Панорама,"117335, Гарибальди ул., д. 23",метро Новые Черемушки,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.671498,37.553792,Нет,4180469.0027965107,7493296.216193408
7701-015,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-015: ТЦ Праздник,"125362, Тушинская ул., д. 17",метро Тушинская,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.826679,37.445097,Нет,4168369.1307447352,7523989.434208466
5001-877,Дрожжино,Московская обл.,Постамат,Постамат: PickPoint: 5001-877: Парикмахерская,"142720, Южная ул., д. 23, к. 2",,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.522016,37.593075,Нет,4184841.966353343,7463845.098763119
5002-961,Зеленоград,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-961,"124365, к. 2008",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.973924,37.162818,Нет,4136945.9762031017,7553226.412315758
7701-016,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-016: ТЦ Митино,"125430, Митинская ул., д. 40",метро Митино,61.8x37x36.8,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.847832,37.360287,Нет,4158928.124730558,7528182.756752723
7701-020,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-020: ТЦ Радужный,"129327, Енисейская ул., д. 19, к. 1",метро Бабушкинская,61.8x36x36.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.869141,37.663233,Нет,4192651.9191884166,7532409.312425614
7701-019,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-019: ТЦ Час Пик,"127543, МКАД, 87-й километр, д. 8",,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.898754,37.629088,Нет,4188850.915175281,7538286.785957754
7701-026,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-026: ТЦ Виктория,"127273, Отрадная ул., д. 16",метро Отрадное,62.9x40.5x35.8,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.855004,37.613727,Нет,4187140.9364772053,7529605.03573604
7701-024,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-024: ТЦ Электроника на Пресне,"123022, Звенигородское шоссе, д 4",метро Улица 1905 года,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.763978,37.557893,Нет,4180925.5240282537,7511573.1126107965
7701-021,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-021: ТЦ Куркино,"125466, Воротынская ул., д. 18",,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.889888,37.388515,Нет,4162070.45131667,7536526.62628307
7701-027,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-027: ТЦ Ключевой,"115612, Борисовские пруды ул., д. 26",метро Алма-Атинская,61.8x37x36.8,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.640056,37.757968,Нет,4203197.771148718,7487092.150000735
7701-028,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-028: ТЦ XL,"125504, Дмитровское шоссе, д. 89",метро Селигерская,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.863991,37.545495,Нет,4179545.3849813994,7531387.617898365
7701-030,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-030: ТЦ Виктория,"117042, Адмирала Лазарева ул., д. 2",метро Бульвар адмирала Ушакова,61.8x36.8x36,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.546964,37.543301,Нет,4179301.1500185984,7468752.590369815
5001-002,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-002: ТРЦ Галион,"143900, Энтузиастов шоссе, д. 54А",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.795917,37.962871,Нет,4226007.468770732,7517895.312792179
7701-031,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-031: ТЦ Кожевники,"115114, Кожевническая ул., д. 7, стр. 1",метро Павелецкая,61.8x36x36.8,L,15 кг,Карта,Пн-Сб: 10-20; Вс: 10-19,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.729828,37.645958,Нет,4190728.874984964,7504818.979950265
5002-962,Зеленоград,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-962,"124683, к. 1815",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.982158,37.163138,Нет,4136981.5984401545,7554864.638109532
5002-963,Зеленоград,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-963,"141551, Андреевка ул., вл. 13, стр. 2",,180,XXL,31.5 кг,Оплата только на сайте,Пн-Пт: 10-19 (обед: 14-15); Сб-Вс: Выходной,"Вт, Чт",Нет,55.981903,37.14681,Нет,4135163.973794483,7554813.898411984
7702-027,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-027: ТЦ Трамплин,"121552, Ярцевская ул., д. 25А",метро Молодежная,90,L,5 кг,"Карта, Наличные",Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.741047,37.415331,Нет,4165055.594781784,7507037.203942681
5001-697,Тучково,Московская обл.,Постамат,Постамат: PickPoint: 5001-697: ТЦ Эдельвейс,"143132, Кирова ул., д. 1",,43.6x34.6x23.5,,15 кг,Карта,Ежедневно: 8:30-22,"Пн, Ср, Пт",Нет,55.600277,36.472409,Нет,4060089.997884008,7479250.176609815
7701-981,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-981: РЦ Место встречи Янтарь,"107370, Открытое шоссе, д. 4, стр. 1",,40.5x41.9x36.3,L,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.80909,37.72997,Нет,4200081.048045488,7520504.366922763
7701-682,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-682: ТЦ Фили Град,"121087, Береговой проезд, д. 5А, к. 1",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.755022,37.509241,Нет,4175509.6081621796,7509801.237185077
5005-631,Зарайск,Московская обл.,Постамат,Постамат: Халва: 5005-631: Магнит Косметик,"140601, 1-й мкр., д. 35",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,54.755721,38.887341,Нет,4328918.998424389,7314600.149713674
7701-033,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-033: ТЦ Мичуринский,"119361, Озерная ул., д. 42",метро Юго-Западная,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.67154,37.445552,Нет,4168419.7811130467,7493304.506874363
5001-004,Зеленоград,Московская обл.,Постамат,Постамат: PickPoint: 5001-004: Универсам,"124365, к 1627",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 8-23,"Вт, Чт, Сб",Да,55.970851,37.152345,Нет,4135780.1271760226,7552615.101636373
5015-173,Домодедово,Московская обл.,Постамат,Постамат: Халва: 5015-173: Совкомбанк,"142000, Каширское шоссе, д. 63",,38.2x35.2x45.7,L,15 кг,Карта,Пн-Пт: 10-19; Сб: 10-17; Вс: Выходной,"Вт, Чт, Сб",Нет,55.432431,37.768044,Нет,4204319.426337952,7446248.5448923735
5015-174,Московский,Московская обл.,Постамат,Постамат: Халва: 5015-174: Дикси,"108811, 3-й мкр., д. 1Б",,42.7x21.1x45.7,,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.596429,37.344161,Нет,4157132.986622026,7478492.009467143
9905-295,Москва,Московская обл.,Постамат,Постамат: Халва: ТЦ Selgros,"117546, Подольских Курсантов ул., д. 26, стр. 1",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 7-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.592464,37.632089,Нет,4189184.984967152,7477710.867721641
9905-296,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-296: Ozon,"119361, Большая Очаковская ул., д. 10, к. 1",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.688639,37.463008,Нет,4170362.9741443344,7496680.540623329
5005-632,Краснозаводск,Московская обл.,Постамат,Постамат: Халва: 5005-632: Магнит Косметик,"141321, 50 лет Октября ул., д. 9",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9:30-21,"Вт, Чт, Сб",Нет,56.433969,38.248531,Нет,4257806.994510738,7645296.159771111
7705-733,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-733: Фикс-Прайс,"109052, Нижегородская ул., д. 72/2",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.733045,37.710946,Нет,4197963.306052637,7505454.980944043
7701-186,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-186: ТЦ Сходненская 25,"125363, Сходненская ул., д. 25",метро Сходненская,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.845501,37.438754,Нет,4167663.0312146344,7527720.552762294
5005-633,Сергиев Посад,Московская обл.,Постамат,Постамат: Халва: 5005-633: ТД Славига,"141304, Хотьковский проезд, д. 13Б",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Вт, Чт, Сб",Нет,56.29498,38.12027,Нет,4243529.045302102,7617363.346271289
7701-189,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-189: Пятерочка,"127576, Череповецкая ул., д. 4А",метро Алтуфьево,62.9x40.5x35.8,XXL,15 кг,Карта,Пн-Пт: 10-19:30; Сб: 10-19; Вс: 10-18,"Пн,Вт,Ср,Чт,Пт,Сб",Да,55.897988,37.565793,Нет,4181804.9480055203,7538134.696734231
5002-039,Долгопрудный,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-039,"141707, Пацаева пр-кт, д. 15А",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-20,"Вт, Чт, Сб",Да,55.948397,37.494772,Нет,4173898.926449891,7548149.8091886025
7701-035,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-035: ТЦ На Заре,"107023, Малая Семеновская ул., д. 30, стр. 6",метро Семеновская,34.6x23.5x43.6,L,15 кг,Карта,Пн-Сб: 10-20; Вс: 10-19,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.78398,37.717336,Нет,4198674.637598806,7515531.823826121
7701-037,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-037: ТЦ Лес,"107065, Хабаровская ул., д. 15",метро Щелковская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.822493,37.823358,Нет,4210476.95265169,7523159.88139942
7702-263,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-263,"105264, Измайловский б., д. 43, офис 220",метро Первомайская,180,XXL,31.5 кг,Оплата только на сайте,Пн-Пт: 10-20; Сб-Вс: 11-18,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.79725,37.798107,Нет,4207666.02418967,7518159.287619775
7701-038,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-038: ТК Бутырский,"127220, 1-я Квесисская ул., д. 18",метро Савеловская,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.794139,37.578817,Нет,4183254.7730536126,7517543.2283980455
5001-007,Мытищи,Московская обл.,Постамат,Постамат: PickPoint: 5001-007: ТК Горизонт,"141009, Колонцова ул., д. 5",метро Медведково,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.914731,37.763953,Нет,4203864.018301115,7541459.702487409
5001-006,Реутов,Московская обл.,Постамат,Постамат: PickPoint: 5001-006: ТРЦ Экватор,"143965, Октября ул., вл. 10","метро Новогиреево, метро Новокосино",63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.751809,37.859055,Нет,4214450.7245145375,7509165.669114401
7701-042,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-042: ТЦ МАЛ,"127566, Декабристов ул., д. 15Б",метро Отрадное,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.864889,37.604133,Нет,4186072.9372825343,7531565.759930971
7702-731,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-731,"105005, Бауманская ул., д. 43/1, стр. 1, офис 17",,180,XXL,31.5 кг,"Карта, Наличные",Пн-Пт: 10-20; Сб-Вс: 12-19,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.770107,37.679637,Нет,4194478.00411539,7512785.922498623
5002-972,ВНИИССОК,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-972,"143072, Дружбы ул., д. 6",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-22,"Вт, Чт, Сб",Нет,55.65884,37.196972,Нет,4140747.9820916546,7490797.9682824
9902-116,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 9902-116,"123423, Народного ополчения ул., д. 28, к. 1",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.781448,37.481576,Нет,4172429.954449383,7515030.588773748
9902-117,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 9902-117,"129281, Изумрудная ул., д. 3, стр. 1",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.869844,37.678855,Нет,4194390.95227359,7532548.789197186
9902-118,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 9902-118: ТЦ Вау,"117437, Миклухо-Маклая ул., д. 28А",метро Беляево,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-21 (обед: 14-15),"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.642199,37.520491,Нет,4176761.952433604,7487514.843856984
5001-698,Наро-Фоминск,Московская обл.,Постамат,Постамат: PickPoint: 5001-698: Магазин Первая свежесть,"143300, Свободы пл., д. 4",,61.8x37x36.8,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Ср, Пт",Да,55.386687,36.728904,Нет,4088642.8906750293,7437278.768585557
7705-736,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-736: Оптика Dr.Oculus,"125430, Митинская ул., д. 40, к. 1",метро Митино,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.848004,37.361474,Нет,4159060.2609661296,7528216.862992992
7705-735,Москва,Московская обл.,Постамат,Постамат: Халва: Пятерочка: Лобненская,"127411, Лобненская ул., д. 6",,45.7x42.7x32.1,L,15 кг,Оплата только на сайте,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.890514,37.537626,Нет,4178669.4119083467,7536650.892351813
5002-584,Химки,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-584,"141431, Новозаводская ул., д. 10",,180,XXL,31 кг,Оплата только на сайте,Пн-Пт: 10-21; Сб-Вс: 10-19,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.942146,37.348383,Нет,4157602.9775121547,7546907.171060815
5002-585,Зеленоград,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-585,"124365, к. 2022",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.976493,37.168172,Нет,4137541.9807568085,7553737.49974228
7701-917,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-917: Wildberries,"127273, Декабристов ул., д. 38, к. 1",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.859872,37.617078,Нет,4187513.9680908537,7530570.558153264
5001-878,Звенигород,Московская обл.,Постамат,Постамат: PickPoint: 5001-878: Магазин Все для дома,"143180, р-н Восточный, мкр 3, д 4",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-20,"Пн, Ср, Пт",Нет,55.723759,36.871786,Нет,4104548.4421585537,7503619.281152157
5001-699,Подольск,Московская обл.,Постамат,Постамат: PickPoint: 5001-699: Торговый Центр,"142121, Академика Доллежаля ул., д. 42",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Ср, Пт",Да,55.413361,37.480912,Нет,4172356.0383074963,7442507.914923396
7701-044,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-044: Дикси,"121357, Инициативная ул., д. 11",метро Кунцевская,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.715967,37.456524,Нет,4169641.1785660307,7502079.259049293
5002-973,Мытищи,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 5002-973: ТЦ Самолет,"141018, Сукромка ул., д. 5",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-20 (обед: 14-15),"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.902499,37.714678,Нет,4198378.750392277,7539030.398568479
5001-150,Ступино,Московская обл.,Постамат,Постамат: PickPoint: 5001-150: ТЦ на Бахарева,"142805, Бахарева ул., д. 17",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Да,54.886202,38.059301,Нет,4236742.007267927,7339811.491533269
5001-263,Ногинск,Московская обл.,Постамат,Постамат: PickPoint: 5001-263: ТЦ Остров,"142400, Соборная ул., д. 12В",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 10-21,"Вт, Чт, Сб",Да,55.853213,38.441938,Нет,4279336.963266593,7529249.8380204495
7701-002,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-002: ТПМ Багратион,"121151, Тараса Шевченко наб., д. 23 А",метро Выставочная,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 5:30-2,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.746278,37.545895,Нет,4179589.9127777163,7508071.696800466
7701-041,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-041: GS Парк,"109316, Волгоградский пр-кт, д. 42, к. 23",метро Текстильщики,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.710265,37.708238,Нет,4197661.852871569,7500952.502203265
7701-927,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-927: Гастроном,"127422, Всеволода Вишневского ул., д. 5/6",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.812266,37.573393,Нет,4182650.97613555,7521133.539931163
5001-009,Красногорск,Московская обл.,Постамат,Постамат: PickPoint: 5001-009: ТЦ Парк,"143406, 50 лет Октября ул., д. 12",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.817896,37.310986,Нет,4153439.9625149593,7522248.982249848
7701-688,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-688: ТЦ Глобал Молл,"115280, Ленинская слобода ул., д. 26, стр. 2",метро Автозаводская,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.712142,37.656631,Нет,4191916.9879102,7501323.392954399
5001-282,Хотьково,Московская обл.,Постамат,Постамат: PickPoint: 5001-282: Пятерочка,"141371, Михеенко ул., д. 12",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-22,"Вт, Чт, Сб",Да,56.251308,37.978972,Нет,4227799.823891995,7608607.501699954
5001-283,Зеленоград,Московская обл.,Постамат,Постамат: PickPoint: 5001-283: Пятерочка,"124365, к. 1701",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 7-23,"Вт, Чт, Сб",Да,55.966465,37.149855,Нет,4135502.9416439487,7551742.68048556
5001-284,Сходня,Московская обл.,Постамат,Постамат: PickPoint: 5001-284: Пятерочка,"141421, Микояна ул., д. 25, к. 2",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-22,"Вт, Чт, Сб",Да,55.958638,37.292683,Нет,4151402.481874969,7550186.054199252
5001-285,Сходня,Московская обл.,Постамат,Постамат: PickPoint: 5001-285: Пятерочка,"141420, 4-й Мичуринский тупик, д. 5",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-22,"Вт,Чт,Сб",Да,55.944007,37.301972,Нет,4152436.5286249486,7547277.098829806
5001-286,Сергиев Посад,Московская обл.,Постамат,Постамат: PickPoint: 5001-286: Пятерочка,"141303, Ярославское шоссе, д. 58",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-22,"Вт, Чт, Сб",Да,56.337415,38.165082,Нет,4248517.49432353,7625880.77274536
5001-287,Старбеево,Московская обл.,Постамат,Постамат: PickPoint: 5001-287: Пятерочка,"141401, Карла Маркса ул., д. 2",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-22:30,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.918104,37.470749,Нет,4171224.698322565,7542129.723015531
5001-289,Красногорск,Московская обл.,Постамат,Постамат: PickPoint: 5001-289: ТЦ Красногорское РАЙПО,"143402, Железнодорожный пер., д. 1А",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.817053,37.340292,Нет,4156702.291512146,7522081.952816379
7701-348,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-348: Пятерочка,"125373, Героев Панфиловцев ул., д. 39, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.854769,37.410761,Нет,4164546.864708858,7529558.428737507
7701-321,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-321: Пятерочка,"127486, Ивана Сусанина ул., д. 4, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.867474,37.526116,Нет,4177388.1245693164,7532078.58599014
7701-322,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-322: Пятерочка,"115404, Касимовская ул., д. 4",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.598131,37.653782,Нет,4191599.83868093,7478827.343455155
7701-325,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-325: Пятерочка,"109439, Волгоградский пр-кт, д. 152, стр. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.701408,37.791365,Нет,4206915.508182741,7499202.620370437
7701-332,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-332: Пятерочка,"125364, Свободы ул., д. 32",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.842384,37.455915,Нет,4169573.384996137,7527102.5395130105
5001-700,Королёв,Московская обл.,Постамат,Постамат: PickPoint: 5001-700: Зоомагазин,"141090, Ленинская ул., д. 12",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.928688,37.845035,Нет,4212890.025253616,7544232.53182388
7701-334,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-334: Пятерочка,"115142, Коломенская ул., д. 23, к. 2",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.676755,37.692558,Нет,4195916.363255929,7494334.002257264
7701-338,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-338: Пятерочка,"115547, Михневский проезд, д. 4, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.577479,37.66819,Нет,4193203.72990428,7474759.396448604
7701-319,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-319: Пятерочка,"127411, Учинская ул., д. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.881894,37.536337,Нет,4178525.9210847146,7534939.928769035
