ID точки,Город,Область,Тип Пункта,Название пункта приема/выдачи,Адрес пункта приема/выдачи,Метро,"Макс. габариты 1 места, см","Макс. размер коробки, см","Макс. вес 1 места, кг",Способы оплаты,Время работы,График обслуживания,Услуга по приему возвратов,Широта,Долгота,Временное закрытие точки,x,y
7701-349,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-349: Торговый Центр,"115409, Кантемировская ул., д. 6  к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.637886,37.677661,Нет,4194258.036801583,7486664.15411938
5002-927,Зеленоград,Московская обл.,ПВЗ,ПВЗ: Яндекс Маркет: 5002-927,"124365, Георгиевский пр-кт, д. 33, к. 6",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.96508,37.156272,Нет,4136217.278816369,7551467.210081923
5005-556,Видное,Московская обл.,Постамат,Постамат: Халва: 5005-556: Продукты,"142701, Жуковский проезд, д. 17А",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Ср, Пт",Нет,55.547667,37.71512,Нет,4198427.953607208,7468890.921779688
9905-249,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-249: Продукты,"109544, Новорогожская ул., д. 20",,38.2x35.2x45.7,L,15 кг,Карта,Пн-Пт: 10-22; Сб-Вс: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.73999,37.687695,Нет,4195375.016572202,7506828.186383061
5015-141,Красногорск,Московская обл.,Постамат,Постамат: Халва: 5015-141: СамПРАЧКА,"143410, Спасская ул., д. 1А",,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.827611,37.368946,Нет,4159892.0402013375,7524174.143735185
5001-856,Красково,Московская обл.,Постамат,Постамат: PickPoint: 5001-856: ТД Красково,"140050, Карла Маркса ул., д. 109",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-20,"Вт, Чт, Сб",Да,55.659896,37.989969,Нет,4229024.004332248,7491006.354977694
5001-857,Бородино,Московская обл.,Постамат,Постамат: PickPoint: 5001-857: Азбука Вкуса,"141031, Осташковское шоссе, д. 59",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 9-22,"Вт, Чт, Сб",Да,55.92171,37.66461,Нет,4192805.20612724,7542846.091684267
5002-539,Кубинка,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-539: Торговый Центр,"143070, Наро-Фоминское шоссе, д. 23А",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-21,"Пн, Ср, Пт",Да,55.578243,36.692132,Нет,4084549.4503595787,7474909.847943061
5005-561,Химки,Московская обл.,Постамат,Постамат: Халва: 5005-561: Совкомбанк,"141407, Юбилейный пр-кт, д. 33/2, стр.1",,45.7x42.7x32.1,L,15 кг,Карта,Пн-Пт: 10-19 (обед: 15-15:30); Сб-Вс: Выходной,"Пн, Вт, Ср, Чт, Пт",Нет,55.888214,37.414151,Нет,4164924.2377826464,7536194.333575761
7705-634,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-634: Продукты,"127238, 3-й Нижнелихоборский проезд, д. 15/27",метро Окружная,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-19,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.847063,37.572468,Нет,4182548.0056065656,7528030.271977812
5005-562,Зарайск,Московская обл.,Постамат,Постамат: Халва: 5005-562: Фикс-Прайс,"140603, Ленинская ул., д. 47",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,54.759918,38.891111,Нет,4329338.6729046805,7315409.821448491
7705-636,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-636: Фикс-Прайс,"107076, Колодезный пер., д. 3",метро Преображенская площадь,42.7x32.1x45.7,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.798176,37.697433,Нет,4196459.045773547,7518342.669300423
7705-635,Москва,Московская обл.,Постамат,Постамат: Халва: Фикс-Прайс: Просторная,"107392, Просторная ул., д. 9",метро Преображенская площадь,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-19,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.806059,37.71849,Нет,4198803.100291181,7519903.966624814
5005-558,Королёв,Московская обл.,Постамат,Постамат: Халва: 5005-558: Магнит Косметик,"141075, Декабристов ул., д. 8",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.916644,37.863362,Нет,4214930.177561385,7541839.698080362
5005-557,Фрязино,Московская обл.,Постамат,Постамат: Халва: 5005-557: Магнит Косметик,"141195, Полевая ул., д. 15",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Пн, Ср, Пт",Нет,55.948214,38.060249,Нет,4236847.538145199,7548113.427714541
9902-089,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 9902-089: Магазин Мишутка,"127495, Дмитровское шоссе, д. 165Е, к. 12",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.927937,37.545447,Нет,4179540.041645841,7544083.305656202
7705-638,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-638: ВкусВилл,"127238, Дмитровское шоссе, д. 50, к. 1",метро Окружная,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.845572,37.569351,Нет,4182201.0227537635,7527734.63063845
5001-304,Серпухов,Московская обл.,Постамат,Постамат: PickPoint: 5001-304: ТЦ Корстон,"142200, Борисовское шоссе, д. 1",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 10-22,"Пн, Ср, Пт",Да,54.917515,37.426492,Нет,4166298.031618527,7345873.885414358
5005-532,Апрелевка,Московская обл.,Постамат,Постамат: PickPoint: 5005-532: Минимаркет,"143362, Апрелевская ул., стр 80",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-23,"Вт, Чт, Сб",Нет,55.531243,37.067724,Нет,4126360.1605456057,7465659.768281752
7701-309,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-309: Пятерочка,"117216, Дмитрия Донского б-р, д. 15",метро Бульвар Дмитрия Донского,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.564499,37.574299,Нет,4182751.8315942087,7472203.743698119
7701-310,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-310: Пятерочка,"109388, Гурьянова ул., д. 73",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.678997,37.716939,Нет,4198630.443760961,7494776.638622244
7701-311,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-311: Пятерочка,"117465, Генерала Тюленева ул., д. 41А",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.613831,37.494299,Нет,4173846.272330746,7481921.298539126
7701-313,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-313: Пятерочка,"123103, Генерала Глаголева ул., д. 25  к. 1",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.787804,37.464589,Нет,4170538.9702592776,7516288.885118347
7701-314,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-314: Пятерочка,"117042, Поляны ул., д. 57",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.549597,37.544135,Нет,4179393.9904739195,7469270.706364312
7701-316,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-316: Пятерочка,"117570, Красного маяка ул., д. 16Б",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн,Вт,Ср,Чт,Пт,Сб",Да,55.613552,37.580844,Нет,4183480.4176614503,7481866.305979306
7701-317,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-317: Пятерочка,"115172, Большие Каменщики ул., д. 21/8",метро Таганская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.73553,37.657556,Нет,4192019.9584391834,7505946.30139833
7701-308,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-308: Пятерочка,"105037, Измайловский проезд, д. 7, к. 2",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.79721,37.768705,Нет,4204393.008521365,7518151.366263139
7701-306,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-306: Пятерочка,"121151, Резервный проезд, д. 11",метро Студенческая,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.740695,37.552925,Нет,4180372.488797993,7506967.596709421
7701-305,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-305: Пятерочка,"105187, Борисовская ул.,  д. 1",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.78527,37.736129,Нет,4200766.664789284,7515787.204920932
7701-304,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-304: Пятерочка,"117447, Дмитрия Ульянова ул., д. 43  к. 1",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.681352,37.593541,Нет,4184893.8412360526,7495241.611813862
7701-303,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-303: Пятерочка,"109451, Мячковский б-р, д. 13",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.654529,37.756884,Нет,4203077.100820698,7489947.311593496
7701-302,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-302: Пятерочка,"117042, поселение Воскресенское, Чечёрский проезд, д 128",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.523903,37.514838,Нет,4176132.663352149,7464216.179498341
7701-945,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-945: Мираторг,"127015, Новодмитровская ул., д. 2, к. 5",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.803276,37.591143,Нет,4184626.897097131,7519352.732952795
7701-946,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-946: Дом Быта,"111677, Покровская ул., д. 23",метро Некрасовка,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.702323,37.928174,Нет,4222145.016398678,7499383.378999427
5005-563,Домодедово,Московская обл.,Постамат,Постамат: Халва: 5005-563: Фикс-Прайс,"142060, 1-я Вокзальная ул., д. 15, к. 1",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.268791,37.895429,Нет,4218499.859672653,7414208.697971459
7701-360,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-360: Пятерочка,"119634, Боровское шоссе, д. 43, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.638647,37.358172,Нет,4158692.6840075306,7486814.245828284
7701-346,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-346: Пятерочка,"119297, Родниковая ул., д. 2",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.639056,37.380109,Нет,4161134.6996770618,7486894.913930326
7701-361,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-361: Пятерочка,"121354, Гришина ул., д. 9",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.722187,37.417862,Нет,4165337.344412981,7503308.5640662275
7701-345,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-345: Пятерочка,"115612, Ключевая ул., д. 6, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.637743,37.757145,Нет,4203106.155207795,7486635.950615128
7701-343,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-343: Пятерочка,"125430, Пятницкое шоссе, д. 27, к. 1",метро Митино,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.848515,37.362478,Нет,4159172.025734887,7528318.191143606
7701-362,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-362: Пятерочка,"115409, Кантемировская ул., д. 18, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.638617,37.663429,Нет,4192673.7378086126,7486808.328885738
7701-342,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-342: Пятерочка,"119027, ул Внуковская Б., д 17",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.611399,37.294998,Нет,4151660.1864961563,7481441.950030455
7701-341,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-341: Пятерочка,"115597, Гурьевский проезд, д. 15 к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.605098,37.749088,Нет,4202209.254070474,7480200.157812216
7701-363,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-363: Пятерочка,"115446, Коломенский проезд, д. 10",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.665761,37.650699,Нет,4191256.6406908147,7492163.83227776
7701-364,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-364: Пятерочка,"115372, Бирюлевская ул.,  д. 37А",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.589037,37.665527,Нет,4192907.2861002963,7477035.780547983
7701-328,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-328: Пятерочка,"115408, Паромная ул.,  д. 7",метро Алма-Атинская,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.638009,37.761817,Нет,4203626.2398687815,7486688.41315994
7701-339,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-339: Пятерочка,"121354, Витебская ул., д. 3, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.714445,37.409774,Нет,4164436.9923714446,7501778.48464191
7701-329,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-329: Пятерочка,"127299, Приорова ул., д. 22",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.821092,37.52325,Нет,4177069.082908702,7522882.260750619
7701-330,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-330: Пятерочка,"125480, Вилиса Лациса ул.,  д. 44",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.856597,37.407631,Нет,4164198.4347026753,7529920.979119368
7701-337,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-337: Пятерочка,"119634, Федосьино ул., д. 10",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.636767,37.3399,Нет,4156658.6542717554,7486443.459517025
7701-336,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-336: Пятерочка,"115582, Ореховый б-р, д. 12, к. 2А",метро Домодедовская,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.606118,37.713038,Нет,4198196.186427376,7480401.164444232
7701-335,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-335: Пятерочка,"115407, Нагатинская наб., д. 64, к. 2",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.690431,37.690918,Нет,4195733.79929103,7497034.4393170355
7701-352,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-352: Арт Москва,"127299, Космонавта Волкова ул., д. 6А",,62.9x40.5x35.8,L,15 кг,Карта,Ежедневно: 7-23:59,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.815293,37.512565,Нет,4175879.6341495765,7521733.243479532
5001-307,Дзержинский,Московская обл.,Постамат,Постамат: PickPoint: 5001-307: ТЦ Сити,"140090, Угрешская ул., 15А",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-22,"Пн, Ср, Пт",Да,55.635789,37.850341,Нет,4213480.686471765,7486250.57878006
7705-082,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-082: ТЦ Ладный,"109156, Маршала Полубоярова ул., д. 4, к. 1",метро Жулебино,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.688715,37.862504,Нет,4214834.665438284,7496695.5493903635
5005-082,Подольск,Московская обл.,Постамат,Постамат: PickPoint: 5005-082: Верный,"142100, Большая Зеленовская ул., д. 6",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-22,"Пн, Ср, Пт",Нет,55.43706,37.547575,Нет,4179776.929522249,7447156.807772273
7701-151,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-151: ТЦ Волжский,"109462, кв-л 113а Волжский Бульвар, к 1",метро Волжская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.699999,37.752365,Нет,4202574.048041803,7498924.28011251
7701-152,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-152: ТЦ Огни Столицы,"111033, Волочаевская ул., д. 12А, стр. 1",метро Площадь Ильича,64x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.755925,37.681973,Нет,4194738.046445883,7509979.870316024
7701-153,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-153: Перекресток,"129345, Малыгина ул., д. 7",метро Медведково,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.880298,37.694747,Нет,4196160.041621276,7534623.184158628
5001-102,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-102: ТЦ Вертикаль,"143912, Энтузиастов, д. 36 А",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.793728,37.939268,Нет,4223379.994829538,7517461.843347794
5001-859,Подольск,Московская обл.,Постамат,Постамат: PickPoint: 5001-859: Парикмахерская,"142118, Генерала Варенникова ул., д. 4",,34.6x23.5x43.6,XXL,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,55.417097,37.488511,Нет,4173201.9551180354,7443240.598760539
5001-860,Видное,Московская обл.,Постамат,Постамат: PickPoint: 5001-860: Wildberries,"142703, Зеленые Аллеи б-р, д. 2",,40.5x35.8x62.9,,15 кг,Карта,Пн-Пт: 10-21; Сб-Вс: 10-20,"Пн, Ср, Пт",Да,55.558416,37.692708,Нет,4195933.061179549,7471006.342792243
7705-103,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-103: Фикс-Прайс,"117321, Профсоюзная ул., д. 128, к. 3",метро Коньково,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.63061,37.514747,Нет,4176122.533278487,7485229.258889564
5005-997,Электросталь,Московская обл.,Постамат,Постамат: Халва: 5005-997: Магазин БеруДва,"144007, Победы ул., д. 15, к. 4А",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 11-23,"Вт, Чт, Сб",Нет,55.772913,38.441588,Нет,4279298.001444816,7513341.238955522
9905-250,Москва,Московская обл.,Постамат,Постамат: Халва: Перовская,"111394, Перовская ул., вл. 68",,42.7x32.1x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.74338,37.808829,Нет,4208859.591769955,7507498.565482596
7705-639,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-639: Магнит Косметик,"109559, Маршала Баграмяна ул., д. 5",метро Люблино,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.670508,37.790666,Нет,4206837.695858677,7493100.795576677
7701-950,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-950: Минимаркет,"111675, Святоозерская ул., д. 32",метро Лухмановская,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.710344,37.895904,Нет,4218552.736430779,7500968.112056817
7701-354,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-354: ТЦ Иринка,"127591, Дубнинская ул., д. 50",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.893552,37.5582,Нет,4180959.6991119273,7537253.988422615
5001-309,Орехово-Зуево,Московская обл.,Постамат,Постамат: PickPoint: 5001-309: Beeline,"142608, Бирюкова ул., д. 43",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 10-19,"Пн, Ср, Пт",Да,55.812388,38.967686,Нет,4337862.962912176,7521157.709439704
7705-641,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-641: Магнит Косметик,"109386, Совхозная ул., д. 37",метро Люблино,45.7x42.7x21.1,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.673971,37.759709,Нет,4203391.578382189,7493784.394549997
5005-566,Орехово-Зуево,Московская обл.,Постамат,Постамат: Халва: 5005-566: Магазин мебели Интерьер,"142600, Ленина ул., д. 86",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Пн, Ср, Пт",Нет,55.810779,38.992943,Нет,4340674.559291141,7520838.955371103
5005-576,Сергиев Посад,Московская обл.,Постамат,Постамат: PickPoint: 5005-576: Магнит,"141303, Бабушкина ул., д. 26/6",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 8-22,"Вт, Чт, Сб",Нет,56.331092,38.159343,Нет,4247878.6317658685,7624611.038809317
5001-104,Люберцы,Московская обл.,Постамат,Постамат: PickPoint: 5001-104: ТЦ W,"140005, Октябрьский пр-кт, д. 146",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.679854,37.889456,Нет,4217834.948354145,7494945.842186827
7701-154,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-154: ТЦ Депо Молл,"127322, Яблочкова ул., д. 19-21",метро Тимирязевская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.818903,37.577202,Нет,4183074.9920759816,7522448.51088319
9902-091,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 9902-091,"105094, Семеновская наб., д. 3/1, к. 5",метро Электрозаводская,180,XXL,31.5 кг,"Карта, Наличные",Пн-Пт: 10-19; Сб: 10-15; Вс: Выходной,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.779059,37.704808,Нет,4197280.0270181475,7514557.691882664
5005-568,Коломна,Московская обл.,Постамат,Постамат: Халва: 5005-568: ТЦ Оникс,"140407, Пионерская ул., д. 52А",,42.7x32.1x45.7,L,15 кг,Карта,Пн-Пт: 9-20; Сб-Вс: 9-18,"Пн, Ср, Пт",Нет,55.09321,38.759681,Нет,4314707.952229721,7379977.328875478
7705-644,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-644: Магнит Косметик,"107143, Открытое шоссе, д. 21, к. 4",метро Бульвар Рокоссовского,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно:9:30-21:30,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.823837,37.755956,Нет,4202973.796333242,7523426.216385287
5001-105,Одинцово (Одинцовский),Московская обл.,Постамат,Постамат: PickPoint: 5001-105: ТЦ Союзный,"143006, Маковского ул., д. 2а",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.670732,37.280956,Нет,4150097.0382064376,7493145.011525831
7701-610,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-610: Виктория,"109451, Перервенский б-р, д. 4, к. 1",метро Братиславская,62.9x40.5x35.8,XXL,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.662386,37.764191,Нет,4203890.512339924,7491497.743590522
7701-953,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-953: Ozon,"125466, Новокуркинское шоссе, д. 31",,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.900833,37.395538,Нет,4162852.248100512,7538699.586336795
7701-954,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-954: Цветы,"117546, Харьковская ул., д. 2",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.587533,37.652838,Нет,4191494.7530816216,7476739.525127276
5001-861,Пушкино,Московская обл.,Постамат,Постамат: PickPoint: 5001-861: ТРЦ Акварель,"141202, М-8 Холмогоры, 33-й км, стр. 18",,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 10-22,"Пн, Ср, Пт",Да,56.000563,37.881517,Нет,4216951.182916736,7558527.734274194
7701-952,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-952: Ozon,"119361, Лобачевского ул., д. 118, к. 2",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.694518,37.471048,Нет,4171257.9828503127,7497841.633910053
5005-570,Московский,Московская обл.,Постамат,Постамат: Халва: 5005-570: ТЦ Deluxe,"108813, Московская ул., д. 3А",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.593456,37.367643,Нет,4159746.9909048337,7477906.293511556
5005-569,Щербинка,Московская обл.,Постамат,Постамат: Халва: 5005-569: Магнит Косметик,"108831, Барышевская Роща ул., д. 22, к. 1",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Ср, Пт",Нет,55.503517,37.535853,Нет,4178472.0424511703,7460208.191066565
