ShortName,FullName,CommonName,global_id,geoData,lon,lat,x,y
Дворец спорта «Москвич»,Дворец спорта «Москвич»,Дворец спорта «Москвич»,1074997674,"{'coordinates': [[37.7316998329823, 55.7067465675735]], 'type': 'MultiPoint'}",37.7316998329823,55.7067465675735,4200273.612172236,7500257.316297698
Спортивный комплекс «Русь»,Спортивный комплекс «Русь»,Спортивный комплекс «Русь»,1074997675,"{'coordinates': [[37.7368403269867, 55.6076796723949]], 'type': 'MultiPoint'}",37.7368403269867,55.6076796723949,4200845.849347231,7480708.926051669
ФОК ГБУ «Московская теннисная академия» Москомспорта,Физкультурно-оздоровительный комплекс с бассейном ГБУ «Московская теннисная академия» Москомспорта,ФОК ГБУ «Московская теннисная академия» Москомспорта,1074997678,"{'coordinates': [[37.4767020792179, 55.6750062411728]], 'type': 'MultiPoint'}",37.4767020792179,55.6750062411728,4171887.3920697533,7493988.763734782
Спортивный комплекс «Савелки» (108173),Спортивный комплекс «Савелки» (108173),Спортивный комплекс «Савелки» (108173),1074997679,"{'coordinates': [[37.2245186983152, 55.9874802578854]], 'type': 'MultiPoint'}",37.2245186983152,55.9874802578854,4143814.4665211393,7555923.733131259
"Пункт выдачи спортивного инвентаря ГБУ «МосСпортОбъект», ул. Заречье, дом 7, строение 5 (100013)","Пункт выдачи спортивного инвентаря ГБУ «МосСпортОбъект», ул. Заречье, дом 7, строение 5 (100013)","Пункт выдачи спортивного инвентаря ГБУ «МосСпортОбъект», ул. Заречье, дом 7, строение 5 (100013)",1074997680,"{'coordinates': [[37.7735836954517, 55.6886763623298]], 'type': 'MultiPoint'}",37.7735836954517,55.6886763623298,4204936.102414784,7496687.919073682
Спортивный зал «ГБУ «СШОР № 65 «Ника» Москомспорта»,Спортивный зал «ГБУ «СШОР № 65 «Ника» Москомспорта»,Спортивный зал «ГБУ «СШОР № 65 «Ника» Москомспорта»,1074997681,"{'coordinates': [[37.6868386758436, 55.701124774651]], 'type': 'MultiPoint'}",37.6868386758436,55.701124774651,4195279.691003158,7499146.669943135
Физкультурно-оздоровительный комплекс «Атлант Гольяново»,Физкультурно-оздоровительный комплекс «Атлант Гольяново»,Физкультурно-оздоровительный комплекс «Атлант Гольяново»,1074997683,"{'coordinates': [[37.7971370697864, 55.8218460278173]], 'type': 'MultiPoint'}",37.7971370697864,55.8218460278173,4207558.052052186,7523031.676847228
Спортивный комплекс «Южнопортовый» (106821),Спортивный комплекс «Южнопортовый» (106821),Спортивный комплекс «Южнопортовый» (106821),1074997686,"{'coordinates': [[37.6833253917261, 55.7012680580169]], 'type': 'MultiPoint'}",37.6833253917261,55.7012680580169,4194888.594004186,7499174.975146828
Ледовый центр «Русь»,Ледовый центр «Русь»,Ледовый центр «Русь»,1074997688,"{'coordinates': [[37.7324467694264, 55.6109650221374]], 'type': 'MultiPoint'}",37.7324467694264,55.6109650221374,4200356.760756847,7481356.4158859765
Спортивный комплекс «Нагорный»,Спортивный комплекс «Нагорный»,Спортивный комплекс «Нагорный»,1074997689,"{'coordinates': [[37.5987069336119, 55.6717016210667]], 'type': 'MultiPoint'}",37.5987069336119,55.6717016210667,4185468.9103352013,7493336.410497845
Лыжная база ГБОУ ЦСиО «Самбо 70» отделение «Битца»,Лыжная база ГБОУ ЦСиО «Самбо 70» отделение «Битца»,Лыжная база ГБОУ ЦСиО «Самбо 70» отделение «Битца»,1074997690,"{'coordinates': [[37.5596008729864, 55.5687556047193]], 'type': 'MultiPoint'}",37.5596008729864,55.5687556047193,4181115.6435794397,7473041.740267895
Многофункциональный спортивный комплекс «ЦСТиСК»,Многофункциональный спортивный комплекс «Центр спортивных технологий и сборных команд»,Многофункциональный спортивный комплекс «ЦСТиСК»,1074997691,"{'coordinates': [[37.6178822973738, 55.7868680260809]], 'type': 'MultiPoint'}",37.6178822973738,55.7868680260809,4187603.5020649508,7516103.577615943
Физкультурно-оздоровительный комплекс «Скиф»,Физкультурно-оздоровительный комплекс «Скиф»,Физкультурно-оздоровительный комплекс «Скиф»,1074997692,"{'coordinates': [[37.8156618315321, 55.824932112041]], 'type': 'MultiPoint'}",37.8156618315321,55.824932112041,4209620.2190967845,7523643.237064863
Физкультурно-оздоровительный комплекс «Акулово»,Физкультурно-оздоровительный комплекс «Акулово»,Физкультурно-оздоровительный комплекс «Акулово»,1074997693,"{'coordinates': [[37.7983481370151, 56.0058341302896]], 'type': 'MultiPoint'}",37.7983481370151,56.0058341302896,4207692.867439401,7559577.154084034
Бассейн «Марьино» (106408),Бассейн «Марьино» (106408),Бассейн «Марьино» (106408),1074997695,"{'coordinates': [[37.7260794074305, 55.6490645590201]], 'type': 'MultiPoint'}",37.7260794074305,55.6490645590201,4199647.949261767,7488869.18981087
СК ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР «Глория» (106156),Спортивный комплекс ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР «Глория» имени Ю.И. Бирюкова (106156),СК ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР «Глория» (106156),1074997696,"{'coordinates': [[37.5841436795191, 55.7658092319396]], 'type': 'MultiPoint'}",37.5841436795191,55.7658092319396,4183847.7363052974,7511935.457820614
Поле для гольфа «Гольф Центр Москва» (105937),Поле для гольфа «Гольф Центр Москва» (105937),Поле для гольфа «Гольф Центр Москва» (105937),1074997698,"{'coordinates': [[37.3689781733918, 55.8978009355997]], 'type': 'MultiPoint'}",37.3689781733918,55.8978009355997,4159895.6217269297,7538097.55557245
Физкультурно-оздоровительный комплекс «Семья»,Физкультурно-оздоровительный комплекс «Семья»,Физкультурно-оздоровительный комплекс «Семья»,1074997703,"{'coordinates': [[37.4709896171149, 55.6640058290927]], 'type': 'MultiPoint'}",37.4709896171149,55.6640058290927,4171251.483697272,7491817.425261727
Спортивный комплекс «Михневский»,Спортивный комплекс «Михневский»,Спортивный комплекс «Михневский»,1074997704,"{'coordinates': [[37.6611779064289, 55.5851770945638]], 'type': 'MultiPoint'}",37.6611779064289,55.5851770945638,4192423.147218549,7476275.485607129
Комплекс спортивных сооружений «ГБОУ ЦСиО Самбо-70 отделение Севастопольский»,Комплекс спортивных сооружений «ГБОУ ЦСиО Самбо-70 отделение Севастопольский»,Комплекс спортивных сооружений «ГБОУ ЦСиО Самбо-70 отделение Севастопольский»,1074997705,"{'coordinates': [[37.5573990015054, 55.664289304663]], 'type': 'MultiPoint'}",37.5573990015054,55.664289304663,4180870.532367382,7491873.371995854
СК «Севастопольский проспект»,Спортивный комплекс «Севастопольский проспект»,СК «Севастопольский проспект»,1074997706,"{'coordinates': [[37.5395243833427, 55.6250735094271]], 'type': 'MultiPoint'}",37.5395243833427,55.6250735094271,4178880.7389753866,7484137.589670156
Комплекс спортивных сооружений «ГБУ «СШОР по теннису «Олимпиец» Москомспорта» (108039),Комплекс спортивных сооружений «ГБУ «СШОР по теннису «Олимпиец» Москомспорта» (108039),Комплекс спортивных сооружений «ГБУ «СШОР по теннису «Олимпиец» Москомспорта» (108039),1074997707,"{'coordinates': [[37.3530109254171, 55.6464691766684]], 'type': 'MultiPoint'}",37.3530109254171,55.6464691766684,4158118.155813016,7488357.179469539
Ледовый центр «Марьино»,Ледовый центр «Марьино»,Ледовый центр «Марьино»,1074997708,"{'coordinates': [[37.7541325252427, 55.6537978696629]], 'type': 'MultiPoint'}",37.7541325252427,55.6537978696629,4202770.808051785,7489803.052520839
Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР № 56»,Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР № 56»,Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта структурное подразделение СШОР № 56»,1074997709,"{'coordinates': [[37.8178700739872, 55.8159610872981]], 'type': 'MultiPoint'}",37.8178700739872,55.8159610872981,4209866.039522435,7521865.60996262
Физкультурно-оздоровительный комплекс «Гелиос»,Физкультурно-оздоровительный комплекс «Гелиос»,Физкультурно-оздоровительный комплекс «Гелиос»,1074997710,"{'coordinates': [[37.9004599933345, 55.7160207599354]], 'type': 'MultiPoint'}",37.9004599933345,55.7160207599354,4219059.9072888335,7502089.88318783
Физкультурно-оздоровительный комплекс «ГБУ «ЦОП» Москомспорта»,Физкультурно-оздоровительный комплекс «ГБУ «ЦОП» Москомспорта»,Физкультурно-оздоровительный комплекс «ГБУ «ЦОП» Москомспорта»,1074997711,"{'coordinates': [[37.7407617681176, 55.7890644660846]], 'type': 'MultiPoint'}",37.7407617681176,55.7890644660846,4201282.382177099,7516538.443788844
"Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3, строение 2 (121398)","Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3, строение 2 (121398)","Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3, строение 2 (121398)",1074997712,"{'coordinates': [[37.4654748038317, 55.7814707647778]], 'type': 'MultiPoint'}",37.4654748038317,55.7814707647778,4170637.577490765,7515035.095147044
Спортивный комплекс «Альбатрос Внуково» (106940),Спортивный комплекс «Альбатрос Внуково» (106940),Спортивный комплекс «Альбатрос Внуково» (106940),1074997713,"{'coordinates': [[37.31039275063, 55.6135005327303]], 'type': 'MultiPoint'}",37.31039275063,55.6135005327303,4153373.9222971774,7481856.161517008
Спортивный клуб «Ладья» (100978),Спортивный клуб «Ладья» (100978),Спортивный клуб «Ладья» (100978),1074997714,"{'coordinates': [[37.4596736304224, 55.705092966069]], 'type': 'MultiPoint'}",37.4596736304224,55.705092966069,4169991.7938208394,7499930.612743141
Бассейн плавательный крытый ГБОУ ЦСиО Самбо-70 Москомспорта отделение Юность (106320),Бассейн плавательный крытый ГБОУ ЦСиО Самбо-70 Москомспорта отделение Юность (106320),Бассейн плавательный крытый ГБОУ ЦСиО Самбо-70 Москомспорта отделение Юность (106320),1074997715,"{'coordinates': [[37.4833839756074, 55.6407697485199]], 'type': 'MultiPoint'}",37.4833839756074,55.6407697485199,4172631.2173733665,7487232.930033495
ВМХ-велодром «Амурский»,ВМХ-велодром «Амурский»,ВМХ-велодром «Амурский»,1074997716,"{'coordinates': [[37.7612409324492, 55.8068860057195]], 'type': 'MultiPoint'}",37.7612409324492,55.8068860057195,4203562.112322364,7520067.780687526
Стадион «Ангстрем»,Стадион «Ангстрем»,Стадион «Ангстрем»,1074997718,"{'coordinates': [[37.2242845610467, 55.9823243002366]], 'type': 'MultiPoint'}",37.2242845610467,55.9823243002366,4143788.4024796337,7554897.728578827
Ледовый центр «Снежные барсы»,Ледовый центр «Снежные барсы»,Ледовый центр «Снежные барсы»,1074997719,"{'coordinates': [[37.8532030245653, 55.730368936774]], 'type': 'MultiPoint'}",37.8532030245653,55.730368936774,4213799.285589012,7504925.91950089
Дворец спорта «Янтарь» (108262),Дворец спорта «Янтарь» (108262),Дворец спорта «Янтарь» (108262),1074997720,"{'coordinates': [[37.4114122241791, 55.8044729802755]], 'type': 'MultiPoint'}",37.4114122241791,55.8044729802755,4164619.3586528683,7519589.816097808
Атлетический клуб «Аксон» имени Ю.С. Поветкина (109898),Атлетический клуб «Аксон» имени Ю.С. Поветкина (109898),Атлетический клуб «Аксон» имени Ю.С. Поветкина (109898),1074997721,"{'coordinates': [[37.6733659728101, 55.7202014080955]], 'type': 'MultiPoint'}",37.6733659728101,55.7202014080955,4193779.91656186,7502916.11544715
Крытое сооружение с искусственным льдом ГБУ «СШОР «Москвич» Москомспорта,Крытое сооружение с искусственным льдом «Спортивная школа олимпийского резерва «Москвич» Департамента спорта города Москвы»,Крытое сооружение с искусственным льдом ГБУ «СШОР «Москвич» Москомспорта,1074997723,"{'coordinates': [[37.7383551028665, 55.708261366589]], 'type': 'MultiPoint'}",37.7383551028665,55.708261366589,4201014.473426836,7500556.6086520655
Бассейн плавательный «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,Бассейн плавательный «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,Бассейн плавательный «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,1074997724,"{'coordinates': [[37.5190096614501, 55.6047870521945]], 'type': 'MultiPoint'}",37.5190096614501,55.6047870521945,4176597.0505805365,7480138.881821344
Физкультурно-оздоровительный комплекс «Одиссей»,Физкультурно-оздоровительный комплекс «Одиссей»,Физкультурно-оздоровительный комплекс «Одиссей»,1074997725,"{'coordinates': [[37.8285102491566, 55.7590329885204]], 'type': 'MultiPoint'}",37.8285102491566,55.7590329885204,4211050.498404243,7510594.72997223
СК «Ново-Переделкино»,Спортивный комплекс «Ново-Переделкино»,СК «Ново-Переделкино»,1074997726,"{'coordinates': [[37.3797200486554, 55.6302163540462]], 'type': 'MultiPoint'}",37.3797200486554,55.6302163540462,4161091.4018114386,7485151.63582436
Физкультурно-оздоровительный комплекс ГБУ «ЦОП» Москомспорта,Физкультурно-оздоровительный комплекс «Центр олимпийской подготовки» Москомспорта,Физкультурно-оздоровительный комплекс ГБУ «ЦОП» Москомспорта,1074997727,"{'coordinates': [[37.8796528726498, 55.8157355295674]], 'type': 'MultiPoint'}",37.8796528726498,55.8157355295674,4216743.669209338,7521820.920513519
"Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта (119607, улица Удальцова, дом 54)","Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта (119607, улица Удальцова, дом 54)","Комплекс спортивных сооружений ГБУ «Московская теннисная академия» Москомспорта (119607, улица Удальцова, дом 54)",1074997728,"{'coordinates': [[37.4909697565563, 55.6862238178472]], 'type': 'MultiPoint'}",37.4909697565563,55.6862238178472,4173475.662645866,7496203.596523284
Спортивно-оздоровительный центр «Юность Москвы»,Спортивно-оздоровительный центр «Юность Москвы»,Спортивно-оздоровительный центр «Юность Москвы»,1074997731,"{'coordinates': [[37.5631500302437, 55.7842250385881]], 'type': 'MultiPoint'}",37.5631500302437,55.7842250385881,4181510.733958067,7515580.333425892
Физкультурно-спортивный центр «Экстрим» (115343),Физкультурно-спортивный центр «Экстрим» (115343),Физкультурно-спортивный центр «Экстрим» (115343),1074997732,"{'coordinates': [[37.7029583124757, 55.7705337196034]], 'type': 'MultiPoint'}",37.7029583124757,55.7705337196034,4197074.120744816,7512870.369108172
Спортивный комплекс «Ледовый» (108168),Спортивный комплекс «Ледовый» (108168),Спортивный комплекс «Ледовый» (108168),1074997733,"{'coordinates': [[37.1681691573643, 55.9710441377562]], 'type': 'MultiPoint'}",37.1681691573643,55.9710441377562,4137541.66431605,7552653.521024132
Ледовый дворец спорта «Центральный»,Ледовый дворец спорта «Центральный»,Ледовый дворец спорта «Центральный»,1074997735,"{'coordinates': [[37.6786771154246, 55.7304110958247]], 'type': 'MultiPoint'}",37.6786771154246,55.7304110958247,4194371.150253236,7504934.254123017
Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта Структурное подразделение СШОР №71 «Тимирязевская»,Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта Структурное подразделение СШОР №71 «Тимирязевская»,Физкультурно-оздоровительный комплекс «ГБУ «Московская баскетбольная академия» Москомспорта Структурное подразделение СШОР №71 «Тимирязевская»,1074997736,"{'coordinates': [[37.5598656284705, 55.8812295611605]], 'type': 'MultiPoint'}",37.5598656284705,55.8812295611605,4181145.116025114,7534808.061634605
Физкультурно-оздоровительный комплекс с бассейном «Альбатрос» ГБУ «ЦФКиС ВАО г. Москвы» Москомспорта»,Физкультурно-оздоровительный комплекс с бассейном «Альбатрос» ГБУ «ЦФКиС ВАО г. Москвы» Москомспорта»,Физкультурно-оздоровительный комплекс с бассейном «Альбатрос» ГБУ «ЦФКиС ВАО г. Москвы» Москомспорта»,1074997737,"{'coordinates': [[37.8979972125048, 55.7231088810917]], 'type': 'MultiPoint'}",37.8979972125048,55.7231088810917,4218785.751780936,7503490.778965729
Физкультурно-оздоровительный комплекс с бассейном «Жемчужина»,Физкультурно-оздоровительный комплекс с бассейном «Жемчужина»,Физкультурно-оздоровительный комплекс с бассейном «Жемчужина»,1074997738,"{'coordinates': [[37.3564046826807, 55.8322190312922]], 'type': 'MultiPoint'}",37.3564046826807,55.8322190312922,4158495.9471434755,7525087.456929327
Стадион «Рублево» (108116),Стадион «Рублево» (108116),Стадион «Рублево» (108116),1074997739,"{'coordinates': [[37.3533273806113, 55.7886311687341]], 'type': 'MultiPoint'}",37.3533273806113,55.7886311687341,4158153.3834440927,7516452.654682662
Физкультурно-оздоровительный комплекс «ГБОУ «ЦСиО «Самбо-70» Москомспорта отделение «Олимпия»»,Физкультурно-оздоровительный комплекс «ГБОУ «ЦСиО «Самбо-70» Москомспорта отделение «Олимпия»»,Физкультурно-оздоровительный комплекс «ГБОУ «ЦСиО «Самбо-70» Москомспорта отделение «Олимпия»»,1074997740,"{'coordinates': [[37.5208741130813, 55.6777980669466]], 'type': 'MultiPoint'}",37.5208741130813,55.6777980669466,4176804.60038673,7494539.931020045
Спортивный комплекс высшего учебного заведения «ГАОУ ВО МГУСИТ» (Южный кампус) (108270),Спортивный комплекс высшего учебного заведения «ГАОУ ВО Московский государственный университет спорта и туризма» (Южный кампус) (108270),Спортивный комплекс высшего учебного заведения «ГАОУ ВО МГУСИТ» (Южный кампус) (108270),1074997744,"{'coordinates': [[37.6025263794066, 55.6021689717433]], 'type': 'MultiPoint'}",37.6025263794066,55.6021689717433,4185894.089096179,7479622.976960455
Спортивный зал «Рублёво»,Спортивный зал «Рублёво»,Спортивный зал «Рублёво»,1074997745,"{'coordinates': [[37.3539609714388, 55.790305168691]], 'type': 'MultiPoint'}",37.3539609714388,55.790305168691,4158223.914452382,7516784.097390459
СШОР №49 «Тринта имени Ю. Я. Равинского»» (108254),ГБУ «Московская баскетбольная академия» Москомспорта Структурное подразделение СШОР №49 «Тринта имени Ю. Я. Равинского» (108254),СШОР №49 «Тринта имени Ю. Я. Равинского»» (108254),1074997746,"{'coordinates': [[37.6095710843031, 55.7002600877814]], 'type': 'MultiPoint'}",37.6095710843031,55.7002600877814,4186678.3020580467,7498975.855820972
Физкультурно-оздоровительный комплекс «Сфера»,Физкультурно-оздоровительный комплекс «Сфера»,Физкультурно-оздоровительный комплекс «Сфера»,1074997748,"{'coordinates': [[37.5727759024611, 55.6774987292379]], 'type': 'MultiPoint'}",37.5727759024611,55.6774987292379,4182582.2811517497,7494480.833346401
Спортивный зал «На ул. Новопесчаная»,Спортивный зал «На ул. Новопесчаная»,Спортивный зал «На ул. Новопесчаная»,1074997750,"{'coordinates': [[37.5111507656127, 55.7936453052951]], 'type': 'MultiPoint'}",37.5111507656127,55.7936453052951,4175722.2022977197,7517445.468481473
Ледовый центр «Метеор»,Ледовый центр «Метеор»,Ледовый центр «Метеор»,1074997751,"{'coordinates': [[37.5296235647042, 55.5306937812188]], 'type': 'MultiPoint'}",37.5296235647042,55.5306937812188,4177778.5848861127,7465551.741781713
Спортивный комплекс «Старт»(108050),Спортивный комплекс «Старт»(108050),Спортивный комплекс «Старт»(108050),1074997752,"{'coordinates': [[37.4523324704405, 55.7237904869684]], 'type': 'MultiPoint'}",37.4523324704405,55.7237904869684,4169174.579629822,7503625.504905295
Комплекс спортивных сооружений «Академия тенниса»,Комплекс спортивных сооружений «Академия тенниса»,Комплекс спортивных сооружений «Академия тенниса»,1074997753,"{'coordinates': [[37.473813182922, 55.675993186787]], 'type': 'MultiPoint'}",37.473813182922,55.675993186787,4171565.8016051394,7494183.603825157
"КП Олимпийский учебно-спортивный центр Крылатское, владение 2, строение 5",КП Олимпийский учебно-спортивный центр Крылатское,"КП Олимпийский учебно-спортивный центр Крылатское, владение 2, строение 5",1074997756,"{'coordinates': [[37.4434789335369, 55.7529472496997]], 'type': 'MultiPoint'}",37.4434789335369,55.7529472496997,4168189.008409994,7509390.821908046
"Комплекс спортивных сооружений «ГБУ «СШОР № 111» Москомспорта» (124460, город Зеленоград, Озёрная аллея, дом 10)","Комплекс спортивных сооружений «ГБУ «СШОР № 111» Москомспорта» (124460, город Зеленоград, Озёрная аллея, дом 10)","Комплекс спортивных сооружений «ГБУ «СШОР № 111» Москомспорта» (124460, город Зеленоград, Озёрная аллея, дом 10)",1074997757,"{'coordinates': [[37.2222129451843, 55.9875365235675]], 'type': 'MultiPoint'}",37.2222129451843,55.9875365235675,4143557.7912567123,7555934.930418133
ФОК «Гармония»,Физкультурно-оздоровительный комплекс с бассейном «Гармония»,ФОК «Гармония»,1074997758,"{'coordinates': [[37.4987470430328, 55.646760553458]], 'type': 'MultiPoint'}",37.4987470430328,55.646760553458,4174341.426216184,7488414.659840719
Физкультурно-оздоровительный комплекс «ГБУ «СШОР «Трудовые резервы» Москомспорта»,Физкультурно-оздоровительный комплекс «ГБУ «СШОР «Трудовые резервы» Москомспорта»,Физкультурно-оздоровительный комплекс «ГБУ «СШОР «Трудовые резервы» Москомспорта»,1074997759,"{'coordinates': [[37.8127259550246, 55.7902966085389]], 'type': 'MultiPoint'}",37.8127259550246,55.7902966085389,4209293.398818937,7516782.4024915835
Комплекс спортивных сооружений «ГБУ «СШОР «Трудовые резервы» Москомспорта»,Комплекс спортивных сооружений «ГБУ «СШОР «Трудовые резервы» Москомспорта»,Комплекс спортивных сооружений «ГБУ «СШОР «Трудовые резервы» Москомспорта»,1074997760,"{'coordinates': [[37.812509875139, 55.7904961712205]], 'type': 'MultiPoint'}",37.812509875139,55.7904961712205,4209269.3449161025,7516821.915737362
Физкультурно-оздоровительный комплекс «Дворец единоборств»,Физкультурно-оздоровительный комплекс «Дворец единоборств»,Физкультурно-оздоровительный комплекс «Дворец единоборств»,1074997761,"{'coordinates': [[37.1531106356079, 55.9846419443566]], 'type': 'MultiPoint'}",37.1531106356079,55.9846419443566,4135865.3573420285,7555358.90888898
Физкультурно-оздоровительный комплекс «Олимп»,Физкультурно-оздоровительный комплекс «Олимп»,Физкультурно-оздоровительный комплекс «Олимп»,1074997763,"{'coordinates': [[37.5495247700919, 55.6128428668752]], 'type': 'MultiPoint'}",37.5495247700919,55.6128428668752,4179993.976936043,7481726.533382797
Крытое сооружение с искусственным льдом «Ледовый дворец Хрустальный»,Крытое сооружение с искусственным льдом «Ледовый дворец Хрустальный»,Крытое сооружение с искусственным льдом «Ледовый дворец Хрустальный»,1074997764,"{'coordinates': [[37.524335393274, 55.6379504787725]], 'type': 'MultiPoint'}",37.524335393274,55.6379504787725,4177189.9083352746,7486676.871127421
Физкультурно-оздоровительный комплекс «Атлант-Косино»,Физкультурно-оздоровительный комплекс «Атлант-Косино»,Физкультурно-оздоровительный комплекс «Атлант-Косино»,1074997765,"{'coordinates': [[37.8536557526515, 55.712489732375]], 'type': 'MultiPoint'}",37.8536557526515,55.712489732375,4213849.683049035,7501392.106003931
Ледовый центр «Синяя птица»,Ледовый центр «Синяя птица»,Ледовый центр «Синяя птица»,1074997766,"{'coordinates': [[37.5997255407838, 55.8713161103398]], 'type': 'MultiPoint'}",37.5997255407838,55.8713161103398,4185582.3011668953,7532840.867358774
ВМХ-велодром «Коломенский»,ВМХ-велодром «Коломенский»,ВМХ-велодром «Коломенский»,1074997768,"{'coordinates': [[37.6564509298339, 55.6662053897411]], 'type': 'MultiPoint'}",37.6564509298339,55.6662053897411,4191896.942591003,7492251.541143937
"Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова, дом 32","Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова, дом 32","Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова, дом 32",1074997769,"{'coordinates': [[37.7307329728699, 55.788708421318]], 'type': 'MultiPoint'}",37.7307329728699,55.788708421318,4200165.981796855,7516467.949952361
ФОК «Рекорд»,Физкультурно-оздоровительный комплекс «Рекорд»,ФОК «Рекорд»,1074997770,"{'coordinates': [[37.5330442799027, 55.5508910203618]], 'type': 'MultiPoint'}",37.5330442799027,55.5508910203618,4178159.3771601575,7469525.3535878295
Спортивный комплекс «Гольф Центр Москва» (121394),Спортивный комплекс «Гольф Центр Москва» (121394),Спортивный комплекс «Гольф Центр Москва» (121394),1074997771,"{'coordinates': [[37.3812689355535, 55.9038698945146]], 'type': 'MultiPoint'}",37.3812689355535,55.9038698945146,4161263.8231122317,7539302.623314863
"Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3","Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3","Спортивный комплекс «Серебряный» ул. Генерала Глаголева, дом 10, корпус 3",1074997772,"{'coordinates': [[37.4661873077673, 55.7812600190312]], 'type': 'MultiPoint'}",37.4661873077673,55.7812600190312,4170716.893066065,7514993.377335332
Досуговый центр «на Ленинском»,Досуговый центр «на Ленинском»,Досуговый центр «на Ленинском»,1074997774,"{'coordinates': [[37.4747090152228, 55.6440662293623]], 'type': 'MultiPoint'}",37.4747090152228,55.6440662293623,4171665.5252007004,7487883.162468208
ФОК «Надежда»,Физкультурно-оздоровительный комплекс с бассейном «Надежда»,ФОК «Надежда»,1074997775,"{'coordinates': [[37.5293372861865, 55.6804448374172]], 'type': 'MultiPoint'}",37.5293372861865,55.6804448374172,4177746.7165072965,7495062.497551303
Физкультурно-оздоровительный комплекс ГБУ «Московская гандбольная академия»,Физкультурно-оздоровительный комплекс «ГБУ «Московская гандбольная академия»,Физкультурно-оздоровительный комплекс ГБУ «Московская гандбольная академия»,1074997776,"{'coordinates': [[37.4192474104843, 55.8624360678356]], 'type': 'MultiPoint'}",37.4192474104843,55.8624360678356,4165491.567602633,7531079.165748358
СК «Олимпийская деревня-80»,Спортивный комплекс «Олимпийская деревня-80»,СК «Олимпийская деревня-80»,1074997778,"{'coordinates': [[37.473813182922, 55.675993186787]], 'type': 'MultiPoint'}",37.473813182922,55.675993186787,4171565.8016051394,7494183.603825157
"Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС САО г. Москвы» Москомспорта, деревня Новосёлки» (105945)","Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС САО г. Москвы» Москомспорта, деревня Новосёлки» (105945)","Пункт выдачи спортивного инвентаря «ГБУ «ЦФКиС САО г. Москвы» Москомспорта, деревня Новосёлки» (105945)",1074997779,"{'coordinates': [[37.3907225295332, 55.9275102808489]], 'type': 'MultiPoint'}",37.3907225295332,55.9275102808489,4162316.192380218,7543998.516447198
Спортивный комплекс «Атлет»,Спортивный комплекс «Атлет»,Спортивный комплекс «Атлет»,1074997782,"{'coordinates': [[37.5900607188846, 55.6247027658357]], 'type': 'MultiPoint'}",37.5900607188846,55.6247027658357,4184506.418114469,7484064.493028719
ГБУ «СШОР № 73 «Виктория» Москомспорта,Государственное бюджетное учреждение города Москвы Спортивная школа олимпийского резерва № 73 Виктория Департамента спорта города Москвы,ГБУ «СШОР № 73 «Виктория» Москомспорта,1074997783,"{'coordinates': [[37.505905482064, 55.7999747594988]], 'type': 'MultiPoint'}",37.505905482064,55.7999747594988,4175138.300004012,7518698.901569051
Физкультурно-оздоровительный комплекс ГБОУ ЦСиО Самбо-70 «Строгино»,Физкультурно-оздоровительный комплекс ГБОУ ЦСиО Самбо-70 «Строгино»,Физкультурно-оздоровительный комплекс ГБОУ ЦСиО Самбо-70 «Строгино»,1074997784,"{'coordinates': [[37.3987707420397, 55.8085640179297]], 'type': 'MultiPoint'}",37.3987707420397,55.8085640179297,4163212.1152982377,7520400.173602727
Физкультурно-оздоровительный комплекс «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,Физкультурно-оздоровительный комплекс «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,Физкультурно-оздоровительный комплекс «ГБОУ ЦСиО Самбо-70 отделение Ясенево»,1074997785,"{'coordinates': [[37.5200692107768, 55.6044873004621]], 'type': 'MultiPoint'}",37.5200692107768,55.6044873004621,4176714.9990720553,7480079.812610664
