Name,AdmArea,District,Address,FacilityArea,ObjectType,Specialization,PeriodOfPlacement,ContractType,ContractStatus,ContractNumber,NameOfBusinessEntity,ContractBegin,ContractEnd,ObjectPhoto,StartDateTrading,EndDateTrading,geoData,global_id,longitude,latitude,x,y
"Тележка на ул. Дружинниковская, д.9 стр.2, (парк «Пресненский»)",Центральный административный округ,Пресненский район,"город Москва, Дружинниковская улица, дом 9, строение 2",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['выпечка', 'горячие напитки', 'мороженое']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-007772,СЛАВ ИНВЕСТ СИТИ,15.06.2021,15.06.2026,,16.06.2021,,"{'coordinates': [37.573729, 55.756983], 'type': 'Point'}",1076266330,37.573729,55.756983,4182688.379484457,7510189.171095416
"№ 20, Проспект Вернадского, д.14а, Рядом с катком",Западный административный округ,район Проспект Вернадского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 14А",20.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-007325,Волков Андрей Анатольевич,21.12.2020,21.12.2025,,,,"{'coordinates': [37.49953, 55.685552], 'type': 'Point'}",1079191639,37.49953,55.685552,4174428.584587086,7496070.932860288
"№ 6, Немчинова улица, 12, центральная часть парка",Северный административный округ,Тимирязевский район,"город Москва, улица Немчинова, дом 12",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'прохладительные напитки']",с 1 мая по 1 октября,договор на размещение,действует,НТО-04-06-007290,МАШТАЛЕРОВА НАТАЛЬЯ ВИКТОРОВНА,07.12.2020,07.12.2025,,,,"{'coordinates': [37.566776, 55.821817], 'type': 'Point'}",1079191640,37.566776,55.821817,4181914.37506497,7523025.924720497
"Ели, сосны, лапник на Домодедовская ул., вл. 15",Южный административный округ,район Орехово-Борисово Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Домодедовская улица, дом 15",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007672,Чижова Надежда Викторовна,26.04.2021,26.04.2026,,26.04.2021,26.04.2026,"{'coordinates': [37.7098298597283, 55.6090677723154], 'type': 'Point'}",1082016256,37.7098298597283,55.6090677723154,4197839.057885937,7480982.491704544
"Ели, сосны, лапник на Орджоникидзе ул., вл.15, с.2",Южный административный округ,Донской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Орджоникидзе, дом 15, строение 2",15.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007674,Нерсесян Светлана Викторовна,26.04.2021,26.04.2026,,26.04.2021,26.04.2026,"{'coordinates': [37.5880045596437, 55.7088646796998], 'type': 'Point'}",1082016269,37.5880045596437,55.7088646796998,4184277.527514782,7500675.813836227
"Ели, сосны, лапник на Ореховый бульвар, вл. 22А",Южный административный округ,район Зябликово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 22А",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.7310202783908, 55.6126134888358], 'type': 'Point'}",1082016280,37.7310202783908,55.6126134888358,4200197.964501143,7481681.322717329
"Ели, сосны, лапник на Ясеневая ул., вл. 30а",Южный административный округ,район Орехово-Борисово Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Ясеневая улица, дом 30А",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007676,ТРОФИМОВА ЛЮДМИЛА МАКСИМИЛЬЯНОВНА,26.04.2021,26.04.2026,,26.04.2021,26.04.2026,"{'coordinates': [37.7395277036552, 55.6046936804169], 'type': 'Point'}",1082016291,37.7395277036552,55.6046936804169,4201145.006749538,7480120.481888612
"Ели, сосны, лапник на Ясеневая ул., вл. 43 38 (36 2)",Южный административный округ,район Орехово-Борисово Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Ясеневая улица, дом 36/2",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007677,Нерсесян Светлана Викторовна,26.04.2021,26.04.2026,,26.04.2021,26.04.2026,"{'coordinates': [37.7433053539088, 55.6060183119327], 'type': 'Point'}",1082016302,37.7433053539088,55.6060183119327,4201565.532852164,7480381.519152328
"Елочный базар на ул. Бочкова, вл. 3",Северо-Восточный административный округ,Останкинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Бочкова, дом 3",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.635494, 55.810066], 'type': 'Point'}",1082016338,37.635494,55.810066,4189564.027833303,7520697.709335221
"Елочный базар на ул. Снежная, вл. 13",Северо-Восточный административный округ,район Свиблово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Снежная улица, дом 13, корпус 1",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-008371,МУДРИЦКАЯ ВЕРА СЕРГЕЕВНА,09.11.2021,09.11.2026,,09.11.2021,09.11.2026,"{'coordinates': [37.64491, 55.851764], 'type': 'Point'}",1082016339,37.64491,55.851764,4190612.212158613,7528962.478983952
"Елочный базар на ул. Шереметьевская, вл. 6, к. 1",Северо-Восточный административный округ,район Марьина Роща,"город Москва, Шереметьевская улица, дом 6, корпус 1",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.61637, 55.795754], 'type': 'Point'}",1082016340,37.61637,55.795754,4187435.153891373,7517863.034419744
Бахчевой развал на ул. Бутырская вл. 9,Северный административный округ,Савёловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Бутырская улица, дом 9, корпус 1",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,договор на размещение,действует,НТО-02-04-007778,ИП Оганесян Самвел Данилович,21.06.2021,21.06.2026,,02.08.2021,02.08.2026,"{'coordinates': [37.583194, 55.795339], 'type': 'Point'}",1089217079,37.583194,55.795339,4183742.0184648144,7517780.853897321
"Ели, сосны, лапник на Симферопольский бульвар, вл.22",Юго-Западный административный округ,район Зюзино,"город Москва, Симферопольский бульвар, дом 22",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.604735, 55.648367], 'type': 'Point'}",1089217119,37.604735,55.648367,4186139.951615992,7488731.573830657
"Ели, сосны, лапник на ул. Миклухо-Маклая, вл.55",Юго-Западный административный округ,район Коньково,"город Москва, улица Миклухо-Маклая, дом 55",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.534414, 55.640489], 'type': 'Point'}",1089217126,37.534414,55.640489,4178311.8537039184,7487177.554781328
"Ели, сосны, лапник на ул. Ремизова, вл.15",Юго-Западный административный округ,район Котловка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, улица Ремизова, дом 15, корпус 1",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007620,ИП Оганесян Самвел Данилович,29.03.2021,29.03.2026,,29.03.2021,29.03.2026,"{'coordinates': [37.604664, 55.674892], 'type': 'Point'}",1089217136,37.604664,55.674892,4186132.047932146,7493966.210873874
"Ели, сосны, лапник на ул.Азовская, вл.18",Юго-Западный административный округ,район Зюзино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Азовская улица, дом 18",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007815,Алиев Махир Сархад Оглы,28.06.2021,28.06.2026,,28.06.2021,28.06.2026,"{'coordinates': [37.597693, 55.656021], 'type': 'Point'}",1089217144,37.597693,55.656021,4185356.0397618255,7490241.705953153
"Елочный базар на Бескудниковский бульвар, вл. 12",Северный административный округ,Бескудниковский район,"город Москва, Бескудниковский бульвар, дом 12",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.562228, 55.862172], 'type': 'Point'}",1089217163,37.562228,55.862172,4181408.0940208426,7531026.783794663
"Елочный базар на Волоколамское ш., вл. 1",Северный административный округ,район Сокол,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 1, строение 1",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.505772, 55.806384], 'type': 'Point'}",1089217181,37.505772,55.806384,4175123.440848618,7519968.34251225
"Елочный базар на ул. Беломорская, д. 1",Северный административный округ,район Левобережный,"город Москва, Беломорская улица, дом 1",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.470977, 55.863924], 'type': 'Point'}",1089217190,37.470977,55.863924,4171250.0791664654,7531374.326842765
Елочный базар на ул. Бутырская вл. 9,Северный административный округ,Савёловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Бутырская улица, дом 9, корпус 1",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-007657,Пухарева Анастасия Владимировна,29.04.2021,29.04.2026,,29.04.2021,29.04.2026,"{'coordinates': [37.583194, 55.795339], 'type': 'Point'}",1089217197,37.583194,55.795339,4183742.0184648144,7517780.853897321
Елочный базар на ул. Еланского (при входе в сквер Девичьего поля),Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Еланского, дом 2А",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.574473, 55.735146], 'type': 'Point'}",1089217203,37.574473,55.735146,4182771.2011856064,7505870.37699914
"№ 23, Мантулинская улица, 5с2, Зона Центральной аллеи",Центральный административный округ,Пресненский район,"город Москва, Мантулинская улица, дом 5, строение 5",72.0,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-007555,КАПРИ,08.02.2021,08.02.2026,,,,"{'coordinates': [37.549381, 55.754054], 'type': 'Point'}",1089382740,37.549381,55.754054,4179977.9725226215,7509609.750226668
"№ 9, Мантулинская улица, 5с6, Рядом с детской площадкой",Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Мантулинская улица, дом 5, строение 1",72.0,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-007554,ЦЕЛОВАЛЬНИКОВ АЛЕКСАНДР СЕРГЕЕВИЧ,08.02.2021,08.02.2026,,,,"{'coordinates': [37.550025, 55.754512], 'type': 'Point'}",1089382742,37.550025,55.754512,4180049.662274692,7509700.349868807
"№ 796, Андреевская набережная, 2с7, Андреевская набережная (Причал Андреевского монастыря)",Юго-Западный административный округ,Гагаринский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Андреевская набережная, дом 2, строение 7",35.73,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-007563,ПОДВИГ НАТАЛЬЯ ПАВЛОВНА,01.03.2021,01.03.2026,,,,"{'coordinates': [37.572336, 55.711603], 'type': 'Point'}",1092423581,37.572336,55.711603,4182533.311433781,7501216.886008134
"№ 1, Свободный проспект, 2А, Центральная часть парка",Восточный административный округ,район Ивановское,"город Москва, Свободный проспект, дом 2А",197.73,павильон,кафе,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-007564,КАРАПЕТЯН АВЕТИС КАРЛЕНОВИЧ,01.03.2021,01.03.2026,,,,"{'coordinates': [37.815189, 55.76579], 'type': 'Point'}",1092462308,37.815189,55.76579,4209567.5837314,7511931.652315167
"№ 27, На территории катка с естественным льдом",Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Воронцовский парк, дом 3",8.0,киоск,"кондитерские, выпечные изделия",с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-007577,ИЛЬИЧЕВ БОРИС НИКОЛАЕВИЧ,01.03.2021,01.03.2026,,,,"{'coordinates': [37.531174, 55.66681], 'type': 'Point'}",1092462309,37.531174,55.66681,4177951.178553748,7492370.874211572
"№ 43, Пересечение ул. Б. Филевская и ул. Минская",Западный административный округ,район Филёвский Парк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Большая Филёвская улица, дом 22, строение 1",15.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-007574,МРЫКИН АНТОН ВЛАДИМИРОВИЧ,01.03.2021,01.03.2026,,,,"{'coordinates': [37.480865, 55.743502], 'type': 'Point'}",1092462313,37.480865,55.743502,4172350.80629143,7507522.692305764
"№ 44, Пересечение ул. Б. Филевская и ул. Минская",Западный административный округ,район Филёвский Парк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Большая Филёвская улица, дом 22, строение 1",15.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-007575,ВЕДЕРНИКОВ АЛЕКСАНДР ВЛАДИЛЕНОВИЧ,01.03.2021,01.03.2026,,,,"{'coordinates': [37.480832, 55.743502], 'type': 'Point'}",1092462319,37.480832,55.743502,4172347.132748233,7507522.692305764
"№ 50, ул. Б. Филевская, д. 22, стр. 13",Западный административный округ,район Филёвский Парк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Большая Филёвская улица, дом 22, строение 1",15.0,киоск,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-007576,ВЕДЕРНИКОВ АЛЕКСАНДР ВЛАДИЛЕНОВИЧ,01.03.2021,01.03.2026,,,,"{'coordinates': [37.49096, 55.746612], 'type': 'Point'}",1092462325,37.49096,55.746612,4173474.576550988,7508137.754008378
"Горячие напитки, выпечка на ул. 1-я Леонова напротив д.16, стр. 7 (сквер у м. Ботанический сад (парк Сад будущего)",Северо-Восточный административный округ,район Ростокино,"город Москва, 1-я улица Леонова, дом 16, строение 7",15.0,киоск,"['выпечка', 'горячие напитки']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-02-007740,ПРАВОВЫЕ СИСТЕМЫ,02.06.2021,02.06.2026,,02.06.2021,02.06.2026,"{'coordinates': [37.640194, 55.842455], 'type': 'Point'}",1097893510,37.640194,55.842455,4190087.229440032,7527116.616260417
"Горячие напитки, выпечка на ул. 1-я Леонова напротив д.16, стр. 7 (сквер у м. Ботанический сад (парк Сад будущего)",Северо-Восточный административный округ,район Ростокино,"город Москва, 1-я улица Леонова, дом 16, строение 7",15.0,киоск,"['выпечка', 'горячие напитки']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-02-007739,ПРАВОВЫЕ СИСТЕМЫ,02.06.2021,02.06.2026,,02.06.2021,02.06.2026,"{'coordinates': [37.640347, 55.842514], 'type': 'Point'}",1097893520,37.640347,55.842514,4190104.261322122,7527128.313858808
"Горячие напитки, выпечка на ул. 1-я Леонова напротив д.16, стр. 7 (сквер у м. Ботанический сад (парк Сад будущего)",Северо-Восточный административный округ,район Ростокино,"город Москва, 1-я улица Леонова, дом 16, строение 7",15.0,киоск,"['выпечка', 'горячие напитки']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-02-007741,ПРАВОВЫЕ СИСТЕМЫ,02.06.2021,02.06.2026,,02.06.2021,02.06.2026,"{'coordinates': [37.64033, 55.842387], 'type': 'Point'}",1097893525,37.64033,55.842387,4190102.368890779,7527103.134304635
"Цветы на Воронежская ул., вл.16",Южный административный округ,район Орехово-Борисово Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Воронежская улица, дом 16",19.2,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-01-008054,Алиев Махир Сархад Оглы,13.09.2021,13.09.2026,,,,"{'coordinates': [37.7325224876404, 55.6101749086043], 'type': 'Point'}",1102848741,37.7325224876404,55.6101749086043,4200365.189669874,7481200.692204748
"Бахчевой развал на Героев Панфиловцев, вл.7",Северо-Западный административный округ,район Северное Тушино,"город Москва, улица Героев Панфиловцев, дом 7",4.0,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,договор на размещение,действует,НТО-02-04-007008,ИП Оганесян Самвел Данилович,25.06.2020,25.06.2025,,25.06.2020,25.06.2025,"{'coordinates': [37.432425, 55.857395], 'type': 'Point'}",1103176138,37.432425,55.857395,4166958.490157404,7530079.253179129
"Бахчевые культуры на Каширское шоссе, вл. 26, к.1",Южный административный округ,район Москворечье-Сабурово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Каширское шоссе, дом 26, корпус 1",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.6499480009079, 55.6541055194504], 'type': 'Point'}",1103477131,37.6499480009079,55.6541055194504,4191173.039854296,7489863.754465177
"Бахчевые культуры на Ореховый бульвар, вл. 22а",Южный административный округ,район Зябликово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 22А",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.7309507131577, 55.6126805832192], 'type': 'Point'}",1103477137,37.7309507131577,55.6126805832192,4200190.220534817,7481694.5470672
"Бахчевые культуры на ул. Бирюлевская, вл. 15",Южный административный округ,район Бирюлёво Восточное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Бирюлёвская улица, дом 15",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.662924528122, 55.5961710881934], 'type': 'Point'}",1103477156,37.662924528122,55.5961710881934,4192617.580256034,7478441.196050816
"Бахчевые культуры на ул. Липецкая, вл. 7",Южный административный округ,район Бирюлёво Восточное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Липецкая улица, дом 7",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,договор на размещение,действует,НТО-02-04-007787,Алиев Вагиф Асинович,23.06.2021,23.06.2026,,26.07.2021,26.07.2026,"{'coordinates': [37.681474685669, 55.5829536373212], 'type': 'Point'}",1103477166,37.681474685669,55.5829536373212,4194682.574348302,7475837.559774854
"Бахчевые культуры на ул. Луганская, вл. 13",Южный административный округ,район Царицыно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Луганская улица, дом 13",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,договор на размещение,действует,НТО-02-04-007736,Алиев Махир Сархад Оглы,01.06.2021,01.06.2026,,26.07.2021,26.07.2026,"{'coordinates': [37.6700001955032, 55.6214476690753], 'type': 'Point'}",1103477178,37.6700001955032,55.6214476690753,4193405.239945932,7483422.740503574
"Бахчевые культуры на ул. Маршала Захарова, вл. 16",Южный административный округ,район Орехово-Борисово Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Маршала Захарова, дом 16, корпус 1",4.0,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,договор на размещение,действует,НТО-02-04-007719,ОСИПЯН АРТУР ВЛАДИМИРОВИЧ,01.06.2021,01.06.2026,,26.07.2021,26.07.2026,"{'coordinates': [37.698404788971, 55.6213992040521], 'type': 'Point'}",1103477191,37.698404788971,55.6213992040521,4196567.224826957,7483413.185875036
"Бахчевые культуры на ул. Судостроительная, вл. 21 11",Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 21/11",4.0,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.6757347583771, 55.6814709867896], 'type': 'Point'}",1103477193,37.6757347583771,55.6814709867896,4194043.6085649766,7495265.105409224
"Бахчевые культуры на ул.Ялтинская, вл. 2",Южный административный округ,Нагорный район,"город Москва, Ялтинская улица, дом 2",7.5,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.6112276315689, 55.6525619546279], 'type': 'Point'}",1103477197,37.6112276315689,55.6525619546279,4186862.7080561514,7489559.200680608
"Бахчевые культуры на Шипиловский пр., вл. 39, к.3а",Южный административный округ,район Орехово-Борисово Северное,"город Москва, Шипиловский проезд, владение 39, корпус 3А",4.0,бахчевой развал,бахчевые культуры,с 1 августа по 1 октября,,не заключен,,,,,,,,"{'coordinates': [37.6978415250778, 55.6122018814569], 'type': 'Point'}",1103477201,37.6978415250778,55.6122018814569,4196504.522577184,7481600.195110406
"Общественное питание (Павильон № 7) Парк «Тюфелева роща», Автозаводская ул., вл. 23, уч. 37",Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 23, строение 70",66.32,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-01-008647,СЛАВ ИНВЕСТ СИТИ,21.02.2022,21.02.2027,,17.05.2022,17.05.2027,"{'coordinates': [37.6426470279694, 55.696804825285], 'type': 'Point'}",1103477215,37.6426470279694,55.696804825285,4190360.299264487,7498293.325490753
"Общественное питание (Павильон № 9) Парк «Тюфелева роща», Автозаводская ул., вл. 23, уч. 37",Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 23, строение 70",284.2,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-01-008648,СЛАВ ИНВЕСТ СИТИ,21.02.2022,21.02.2027,,17.05.2022,17.05.2027,"{'coordinates': [37.6406407356262, 55.6951541033446], 'type': 'Point'}",1103477218,37.6406407356262,55.6951541033446,4190136.959822458,7497967.273791973
"Сувениры Народные промыслы, Подарки (Павильон № 12) Парк «Тюфелева роща», Автозаводская ул., вл. 23, уч. 37",Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 23, строение 70",75.2,павильон,"['подарки', 'сувениры, народные промыслы']",с 1 января по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.6417672634125, 55.6972280760927], 'type': 'Point'}",1103477230,37.6417672634125,55.6972280760927,4190262.364321994,7498376.928490428
"Услуги в области спорта и отдыха (Павильон № 4) Парк «Тюфелева роща», Автозаводская ул., вл. 23, уч. 37",Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 23, строение 70",200.1,павильон,услуги в области спорта и отдыха,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-01-008646,ВОЛГА И КО,21.02.2022,21.02.2027,,17.05.2022,17.05.2027,"{'coordinates': [37.6431405544281, 55.6982680443266], 'type': 'Point'}",1103477234,37.6431405544281,55.6982680443266,4190415.238378562,7498582.353003944
"(Павильон № 5) Парк «Тюфелева роща», Автозаводская ул., вл. 23, уч. 37",Южный административный округ,Даниловский район,"город Москва, Автозаводская улица, дом 23, строение 70",156.0,павильон,"['зрелищно-развлекательные услуги', 'культурно-просветительские услуги']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-01-008645,КУЗЬМИНА НАТАЛЬЯ ГЕОРГИЕВНА,21.02.2022,21.02.2027,,03.06.2022,03.06.2027,"{'coordinates': [37.6436340808868, 55.6978387584673], 'type': 'Point'}",1103737774,37.6436340808868,55.6978387584673,4190470.1774926367,7498497.555675706
"Ели, сосны, лапник на Судостроительная ул., вл. 29",Южный административный округ,район Нагатинский Затон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 29",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.6814103126526, 55.6829257068443], 'type': 'Point'}",1103737870,37.6814103126526,55.6829257068443,4194675.408376895,7495552.341429588
"Елочный базар на Хачатуряна, вл. 20А",Северо-Восточный административный округ,район Отрадное,"город Москва, улица Хачатуряна, дом 20А",30.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-008368,МУДРИЦКАЯ ВЕРА СЕРГЕЕВНА,09.11.2021,09.11.2026,,09.11.2021,09.11.2026,"{'coordinates': [37.606217, 55.863397], 'type': 'Point'}",1104071810,37.606217,55.863397,4186304.927101348,7531269.784562946
"№ 10, улица Сухонская, д. 15",Северо-Восточный административный округ,район Северное Медведково,"город Москва, Олонецкий проезд, дом 12",80.0,павильон,культурно-просветительские услуги,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-007671,СЕРГЕЕВА ТАТЬЯНА ВАДИМОВНА,26.04.2021,26.04.2026,,,,"{'coordinates': [37.656326, 55.879082], 'type': 'Point'}",1110950306,37.656326,55.879082,4191883.035465508,7534381.863671905
"Елочный базар на б-р Яна Райниса, вл. 29",Северо-Западный административный округ,район Южное Тушино,"город Москва, бульвар Яна Райниса, дом 29",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,,не заключен,,,,,,,,"{'coordinates': [37.422151, 55.848734], 'type': 'Point'}",1111314499,37.422151,55.848734,4165814.7937089936,7528361.617901683
"Елочный базар на ул. Планерная, вл. 5",Северо-Западный административный округ,район Северное Тушино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, Планерная улица, дом 5",20.0,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-008260,Нерсесян Светлана Викторовна,19.10.2021,19.10.2026,,19.10.2021,19.10.2026,"{'coordinates': [37.434175, 55.861952], 'type': 'Point'}",1111314524,37.434175,55.861952,4167153.299266292,7530983.143652017
"Елочный базар на ул. Таллинская, вл. 18",Северо-Западный административный округ,район Строгино,"город Москва, Таллинская улица, дом 18",22.5,елочный базар,"ели, сосны, лапник (в том числе елочные базары)",с 20 декабря по 31 декабря,договор на размещение,действует,НТО-02-05-008261,Пухарева Анастасия Владимировна,19.10.2021,19.10.2026,,19.10.2021,19.10.2026,"{'coordinates': [37.402407, 55.797792], 'type': 'Point'}",1111314548,37.402407,55.797792,4163616.9016827694,7518266.622804286
"№ 9, улица Пенягинская, 16, Входная группа",Северо-Западный административный округ,район Митино,"город Москва, Пенягинская улица, дом 18",8.0,киоск,"['выпечка', 'горячие напитки']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-007701,МОСКОФЕ,11.05.2021,11.05.2026,,,,"{'coordinates': [37.361282, 55.835565], 'type': 'Point'}",1123786839,37.361282,55.835565,4159038.8876238978,7525750.696756122
